step,token_id,token_text,entropy,fisher_trace,fisher_mean,fisher_std,temp_before,temp_after,action
85,25780, integers,0.01414041,437.84305495,382.66540527,26.48131561,1.0000,1.0000,up
86,323, and,0.93081886,397.86367444,382.93679810,26.32087898,1.0000,1.0000,hold
87,17767, \(,0.03312539,446.68895106,384.05523682,27.39868164,1.0000,1.0000,up
88,65,b,0.00163118,443.77903407,385.08499146,28.25213814,1.0000,1.0000,up
89,1124, \,0.00698347,414.94204571,385.59103394,28.27557182,1.0000,1.0000,up
90,811,ne,0.00010883,394.46888898,385.73898315,28.06197548,1.0000,1.0000,hold
91,80,q,0.00013489,418.38653986,386.27420044,28.13808441,1.0000,1.0000,up
92,220, ,0.00028397,418.60445928,386.79568481,28.20582390,1.0000,1.0000,up
93,15,0,0.00037026,415.48911063,387.25112915,28.20995331,1.0000,1.0000,up
94,59,\,0.00624514,401.92032880,387.48034668,28.04776001,1.0000,1.0000,hold
95,3593,").

",0.55811185,442.90327147,388.33300781,28.65491295,1.0000,1.0000,up
96,4416,So,1.71357656,413.89211616,388.72021484,28.60788536,1.0000,1.0000,hold
97,11,",",0.02219499,427.21023514,389.29470825,28.77460098,1.0000,1.0000,up
98,582, we,0.27282405,442.43341600,390.07617188,29.26971436,1.0000,1.0000,up
99,646, can,1.14853835,432.38517843,390.68936157,29.49350548,1.0000,1.0000,up
100,3270, write,0.02064797,448.63216905,391.51712036,30.07852173,1.0000,1.0000,up
101,510,":
",0.01065945,425.17706845,391.99121094,30.12819099,1.0000,1.0000,up
102,59,\,0.02572164,414.43686409,392.30291748,30.03333092,1.0000,1.0000,hold
103,9640,"[
",0.00013340,412.92952248,392.58547974,29.92312050,1.0000,1.0000,hold
104,59,\,0.00116986,421.05597011,392.97021484,29.90148544,1.0000,1.0000,hold
105,26888,sqrt,0.00059104,392.18485054,392.95974731,29.70161057,1.0000,1.0000,hold
106,90,{,0.00001105,418.45384283,393.29516602,29.64822769,1.0000,1.0000,hold
107,17,2,0.00000549,455.05707910,394.09729004,30.27371025,1.0000,1.0000,up
108,92,},0.00004476,463.76468922,394.99044800,31.08335114,1.0000,1.0000,up
109,284, =,0.00014558,461.90849197,395.83752441,31.77909660,1.0000,1.0000,up
110,1124, \,0.00001187,459.92166782,396.63858032,32.37252045,1.0000,1.0000,up
111,37018,frac,0.00001416,461.19337282,397.43554688,32.95232010,1.0000,1.0000,up
112,90,{,0.00002971,461.19337282,398.21307373,33.49003601,1.0000,1.0000,up
113,64,a,0.00018660,437.59330225,398.68756104,33.56380081,1.0000,1.0000,up
114,15170,}{,0.00001112,459.05379311,399.40615845,33.99975204,1.0000,1.0000,up
115,65,b,0.00002629,472.25991196,400.26327515,34.70002747,1.0000,1.0000,up
116,532,"}
",0.01097542,459.59581864,400.95321655,35.07918167,1.0000,1.0000,up
117,59,\,0.00029691,438.29806835,401.38244629,35.10343170,1.0000,1.0000,up
118,2533,"]

",0.57400954,430.74607249,401.71618652,35.04190063,1.0000,1.0000,hold
119,14374,###,0.12327617,434.21451276,402.08129883,35.01244354,1.0000,1.0000,hold
120,14822, Step,0.00076578,432.04121404,402.41424561,34.95873260,1.0000,1.0000,hold
121,220, ,0.00008577,427.31163425,402.68774414,34.86287689,1.0000,1.0000,hold
122,17,2,0.00004704,426.96160454,402.95159912,34.76411819,1.0000,1.0000,hold
123,25,:,0.00015884,449.30197001,403.45001221,34.90560150,1.0000,1.0000,up
124,15619, Square,0.09358029,413.01697486,403.55178833,34.73330688,1.0000,1.0000,hold
125,2176, both,0.01719112,401.27253814,403.52780151,34.55080032,1.0000,1.0000,hold
126,11067, sides,0.00010549,400.10909479,403.49218750,34.37213135,1.0000,1.0000,hold
127,315, of,0.91265553,382.38207449,403.27456665,34.26091385,1.0000,1.0000,hold
128,279, the,0.00024762,412.80660699,403.37182617,34.09912491,1.0000,1.0000,hold
129,23606, equation,0.00184830,398.82957651,403.32592773,33.92951202,1.0000,1.0000,hold
130,198,"
",0.00277397,397.71945251,403.26983643,33.76404572,1.0000,1.0000,hold
131,1249,To,0.18624523,379.42892682,403.03381348,33.67930222,1.0000,1.0000,hold
132,21725, eliminate,0.07835188,398.98450584,402.99411011,33.51617432,1.0000,1.0000,hold
133,279, the,0.00107718,394.66541109,402.91323853,33.36307526,1.0000,1.0000,hold
134,9334, square,0.09104297,381.27390676,402.70513916,33.26937485,1.0000,1.0000,hold
135,3704, root,0.00520916,429.73597267,402.96264648,33.21448898,1.0000,1.0000,hold
136,11,",",0.01359448,440.54221007,403.31713867,33.25645447,1.0000,1.0000,up
137,582, we,0.25515947,401.40357507,403.29928589,33.10120010,1.0000,1.0000,hold
138,9334, square,0.19125585,407.52988772,403.33847046,32.95008850,1.0000,1.0000,hold
139,2176, both,0.00076025,393.14550627,403.24490356,32.81298447,1.0000,1.0000,hold
140,11067, sides,0.00044732,369.85771513,402.94140625,32.81684875,1.0000,0.4000,down
141,315, of,0.00000464,379.07761514,402.72640991,32.74641418,0.4000,0.4000,hold
142,279, the,0.00000420,379.07761514,402.51528931,32.67570877,0.4000,0.4000,hold
143,23606, equation,0.00000426,402.85944884,402.51831055,32.53082275,0.4000,0.4000,hold
144,510,":
",0.00412214,412.12751331,402.60260010,32.40022278,0.4000,0.4000,hold
145,59,\,0.00000420,350.39035829,402.14855957,32.62123871,0.4000,0.4000,down
146,9640,"[
",0.00000420,380.41619620,401.96121216,32.54240036,0.4000,0.4000,hold
147,11520,(\,0.00192516,370.37275241,401.69125366,32.53324509,0.4000,0.4000,hold
148,26888,sqrt,0.00000420,373.19164379,401.44973755,32.50026703,0.4000,0.4000,hold
149,90,{,0.00000420,366.08107109,401.15249634,32.52406693,0.4000,0.4000,down
150,17,2,0.00000420,372.04387798,400.90997314,32.49618530,0.4000,0.4000,hold
151,5410,}),0.00000420,371.66908981,400.66830444,32.46971893,0.4000,0.4000,hold
152,61,^,0.00000420,414.70143597,400.78332520,32.36111832,0.4000,0.4000,hold
153,17,2,0.00000420,372.24981970,400.55136108,32.33099365,0.4000,0.4000,hold
154,284, =,0.00000420,369.06537935,400.29742432,32.32326889,0.4000,0.4000,hold
155,1124, \,0.00000609,369.12890009,400.04806519,32.31323242,0.4000,0.4000,hold
156,2359,left,0.00003136,389.00832343,399.96047974,32.19965363,0.4000,0.4000,hold
157,11520,(\,0.00000518,380.39323612,399.80633545,32.11922836,0.4000,0.4000,hold
158,37018,frac,0.00000420,372.53360729,399.59332275,32.08349609,0.4000,0.4000,hold
159,90,{,0.00000420,367.37558183,399.34356689,32.08356857,0.4000,0.4000,hold
160,64,a,0.00000420,370.28898029,399.12008667,32.06058121,0.4000,0.4000,hold
161,15170,}{,0.00000420,406.58717645,399.17706299,31.94458961,0.4000,0.4000,hold
162,65,b,0.00000420,380.09831154,399.03256226,31.86632538,0.4000,0.4000,hold
163,11035,}\,0.00000420,391.53279386,398.97616577,31.75291061,0.4000,0.4000,hold
164,1291,right,0.00000420,449.70573190,399.35470581,31.93407249,0.4000,1.0000,up
165,29776,)^,0.00002147,439.88563512,399.65496826,32.00483322,1.0000,1.0000,up
166,17,2,0.00000866,369.24618107,399.43133545,31.99260712,1.0000,1.0000,hold
167,198,"
",0.00071392,429.37100694,399.64987183,31.97735405,1.0000,1.0000,hold
168,59,\,0.00019936,429.37100694,399.86523438,31.96085167,1.0000,1.0000,hold
169,2533,"]

",0.22534487,413.32270366,399.96203613,31.86598015,1.0000,1.0000,hold
170,1986,This,0.62683892,413.32270366,400.05746460,31.77189636,1.0000,1.0000,hold
171,15491, simpl,0.04341764,431.12544928,400.27780151,31.76619530,1.0000,1.0000,hold
172,9606,ifies,0.00021832,412.96514668,400.36715698,31.67191887,1.0000,1.0000,hold
173,311, to,0.00082338,433.38986638,400.59808350,31.68072319,1.0000,1.0000,up
174,510,":
",0.00025452,386.56171789,400.50061035,31.59204102,1.0000,1.0000,hold
175,59,\,0.00001315,382.58361658,400.37704468,31.51781273,1.0000,1.0000,hold
176,9640,"[
",0.00006196,403.56395063,400.39889526,31.41078949,1.0000,1.0000,hold
177,17,2,0.00042711,389.71766180,400.32620239,31.31607819,1.0000,1.0000,hold
178,284, =,0.00245180,410.94391266,400.39794922,31.22221947,1.0000,1.0000,hold
179,1124, \,0.00003071,421.67497612,400.54077148,31.16572571,1.0000,1.0000,hold
180,37018,frac,0.00074373,444.39788779,400.83316040,31.26602936,1.0000,1.0000,up
181,90,{,0.00000852,421.49405438,400.97000122,31.20735359,1.0000,1.0000,hold
182,64,a,0.00008651,385.98502887,400.87136841,31.12811089,1.0000,1.0000,hold
183,61,^,0.00008801,355.55816221,400.57522583,31.24033737,1.0000,0.4000,down
184,17,2,0.00000420,338.91460508,400.17483521,31.53013611,0.4000,0.4000,down
185,15170,}{,0.00000420,338.91460508,399.77960205,31.80866432,0.4000,0.4000,down
186,65,b,0.00000420,338.91460508,399.38943481,32.07647324,0.4000,0.4000,down
187,61,^,0.00000420,339.78832028,399.00982666,32.32381058,0.4000,0.4000,down
188,17,2,0.00000420,376.84063389,398.86947632,32.26928329,0.4000,0.4000,hold
189,532,"}
",0.00000420,376.84063389,398.73095703,32.21475601,0.4000,0.4000,hold
190,59,\,0.00000420,376.84063389,398.59417725,32.16022873,0.4000,0.4000,hold
191,2533,"]

",0.00000420,376.84063389,398.45910645,32.10572052,0.4000,0.4000,hold
192,14374,###,0.00000420,376.84063389,398.32562256,32.05123520,0.4000,0.4000,hold
193,14822, Step,0.00000420,376.84063389,398.19381714,31.99677849,0.4000,0.4000,hold
194,220, ,0.00000420,375.44901228,398.05511475,31.94818115,0.4000,0.4000,hold
195,18,3,0.00000420,377.36381101,397.92974854,31.89168167,0.4000,0.4000,hold
196,25,:,0.00000420,422.44106862,398.07736206,31.85199928,0.4000,0.4000,hold
197,11261, Cross,0.01334022,402.03634438,398.10110474,31.75795937,0.4000,0.4000,hold
198,1448,-m,0.00000473,407.10205865,398.15463257,31.67086983,0.4000,0.4000,hold
199,21352,ultiply,0.00000442,433.29542452,398.36257935,31.69183731,0.4000,1.0000,up
200,311, to,0.14750345,407.19731161,398.41458130,31.60571098,1.0000,1.0000,hold
201,2797, clear,1.16855550,407.19731161,398.46591187,31.52027512,1.0000,1.0000,hold
202,279, the,0.00031970,393.76627881,398.43859863,31.43054390,1.0000,1.0000,hold
203,19419, fraction,0.02605404,410.09766932,398.50595093,31.35203362,1.0000,1.0000,hold
204,198,"
",0.00038119,375.15109228,398.37176514,31.31162071,1.0000,1.0000,hold
205,1249,To,0.93770260,379.81542234,398.26571655,31.25334549,1.0000,1.0000,hold
206,11625, solve,0.83357036,438.17100490,398.49246216,31.30843735,1.0000,1.0000,up
207,369, for,0.02419122,433.96590084,398.69287109,31.33288383,1.0000,1.0000,up
208,17767, \(,0.01345813,423.12264813,398.83013916,31.29805374,1.0000,1.0000,hold
209,64,a,0.04182943,395.40415213,398.81097412,31.21155167,1.0000,1.0000,hold
210,61,^,0.15138963,407.46345935,398.85906982,31.13137627,1.0000,1.0000,hold
211,17,2,0.00002301,394.73958954,398.83627319,31.04676056,1.0000,1.0000,hold
212,59,\,0.49060088,393.11731560,398.80487061,30.96423531,1.0000,1.0000,hold
213,701,"),",0.00574585,409.95397421,398.86581421,30.89045334,1.0000,1.0000,hold
214,582, we,0.02200911,391.23346052,398.82431030,30.81150818,1.0000,1.0000,hold
215,5312, cross,0.26656383,403.58060354,398.85000610,30.73009872,1.0000,1.0000,hold
216,1448,-m,0.00043806,423.77033538,398.98400879,30.70151138,1.0000,1.0000,hold
217,21352,ultiply,0.00273195,376.65305235,398.86456299,30.66259384,1.0000,1.0000,hold
218,510,":
",0.25840911,324.75603476,398.47036743,31.05239868,1.0000,0.4000,down
219,59,\,0.00000420,319.13321083,398.05059814,31.50042915,0.4000,0.4000,down
220,9640,"[
",0.00000420,319.13321083,397.63522339,31.93212700,0.4000,0.4000,down
221,17,2,0.00000534,326.22010199,397.26132202,32.26274109,0.4000,0.4000,down
222,65,b,0.02018418,353.91019801,397.03555298,32.32955933,0.4000,0.4000,down
223,61,^,0.00000420,351.00008917,396.79702759,32.41463470,0.4000,0.4000,down
224,17,2,0.00000420,325.71840885,396.43066406,32.72919846,0.4000,0.4000,down
225,284, =,0.00000420,325.71840885,396.06802368,33.03358841,0.4000,0.4000,down
226,264, a,0.00000420,325.71840885,395.70910645,33.32824707,0.4000,0.4000,down
227,61,^,0.00000420,325.71840885,395.35382080,33.61359406,0.4000,0.4000,down
228,17,2,0.00000420,359.75206270,395.17401123,33.62345123,0.4000,0.4000,down
229,198,"
",0.00000420,384.49514878,395.12036133,33.54736328,0.4000,0.4000,hold
230,59,\,0.00000420,323.55462750,394.76251221,33.84196472,0.4000,0.4000,down
231,2533,"]

",0.00000420,361.06654111,394.59490967,33.84082413,0.4000,0.4000,hold
232,14374,###,0.00000542,411.02954837,394.67620850,33.77665710,0.4000,0.4000,hold
233,14822, Step,0.00000420,431.89166882,394.85961914,33.79395676,0.4000,1.0000,up
234,220, ,0.00051612,385.18086578,394.81210327,33.71780396,1.0000,1.0000,hold
235,19,4,0.00002013,404.95077954,394.86157227,33.64288330,1.0000,1.0000,hold
236,25,:,0.00008577,396.37182435,394.86892700,33.56129074,1.0000,1.0000,hold
237,37427, Analy,2.14022398,414.19719617,394.96224976,33.50693893,1.0000,1.0000,hold
238,2986,ze,0.00108701,424.06969414,395.10223389,33.48687744,1.0000,1.0000,hold
239,279, the,0.17642644,412.76873470,395.18676758,33.42890549,1.0000,1.0000,hold
240,23606, equation,1.22740531,444.12004600,395.41979980,33.51892471,1.0000,1.0000,up
241,17767, \(,0.93262070,456.22188085,395.70794678,33.69912720,1.0000,1.0000,up
242,17,2,0.28856483,462.76565712,396.02426147,33.93207169,1.0000,1.0000,up
243,65,b,0.00297167,437.77220444,396.22021484,33.97240067,1.0000,1.0000,up
244,61,^,0.00000648,451.53252471,396.47875977,34.10221100,1.0000,1.0000,up
245,17,2,0.00000776,473.56932465,396.83728027,34.42477036,1.0000,1.0000,up
246,284, =,0.00013369,424.66342266,396.96606445,34.39689636,1.0000,1.0000,hold
247,264, a,0.00009646,407.50406750,397.01464844,34.32497025,1.0000,1.0000,hold
248,61,^,0.00000885,404.64623486,397.04962158,34.25003433,1.0000,1.0000,hold
249,17,2,0.00000642,434.28801522,397.21966553,34.26385117,1.0000,1.0000,up
250,59,\,0.00632770,443.19129713,397.42864990,34.32546616,1.0000,1.0000,up
251,340,")
",0.00043015,427.62707037,397.56530762,34.30763626,1.0000,1.0000,hold
252,785,The,2.08392549,395.91960354,397.55789185,34.23045731,1.0000,1.0000,hold
253,23606, equation,0.46187687,430.71276824,397.70657349,34.22538757,1.0000,1.0000,hold
254,17767, \(,0.06055978,425.42227258,397.83035278,34.19885635,1.0000,1.0000,hold
255,17,2,0.09399370,373.90049869,397.72396851,34.15988159,1.0000,1.0000,hold
