step,token_id,token_text,entropy,fisher_trace,fisher_mean,fisher_std,temp_before,temp_after,action
55,1933,land,0.00002126,411.15301124,,,0.7000,0.7000,hold
56,198,"
",0.17625146,420.81735959,,,0.7000,0.7000,hold
57,50,S,1.76584399,430.10632258,,,0.7000,0.7000,hold
58,385,lo,0.36197934,437.76815547,,,0.7000,0.7000,hold
59,1037,ven,0.00160107,435.35864070,,,0.7000,0.7000,hold
60,685,ia,0.00001379,424.69468332,,,0.7000,0.7000,hold
61,198,"
",0.24251734,435.54536100,,,0.7000,0.7000,hold
62,43,L,2.46170402,443.40454988,,,0.7000,0.7000,hold
63,410,ith,0.00244294,411.40799067,,,0.7000,0.7000,hold
64,62511,uania,0.00029864,363.79248983,,,0.7000,0.7000,hold
65,198,"
",0.01905127,398.10726082,,,0.7000,0.7000,hold
66,23140,Lat,1.08556533,381.34924295,,,0.7000,0.7000,hold
67,20105,via,0.00027702,455.91211756,,,0.7000,0.7000,hold
68,198,"
",0.11580995,463.79286455,,,0.7000,0.7000,hold
69,36,E,0.61445093,435.49696827,,,0.7000,0.7000,hold
70,7720,ston,0.00000495,396.77001458,,,0.7000,0.7000,hold
71,685,ia,0.00052492,432.32781895,,,0.7000,0.7000,hold
72,198,"
",0.60150087,377.23237244,,,0.7000,0.7000,hold
73,13218,Sw,2.12841630,346.97384790,,,0.7000,0.7000,hold
74,26423,itzerland,0.00709075,381.22815338,,,0.7000,0.7000,hold
75,198,"
",0.24883595,413.47494510,,,0.7000,0.7000,hold
76,40,I,2.86832976,362.93077038,,,0.7000,0.7000,hold
77,86466,reland,0.26081121,380.52543306,,,0.7000,0.7000,hold
78,198,"
",0.16084291,363.32417997,,,0.7000,0.7000,hold
79,76491,Lie,2.98078489,379.27767773,,,0.7000,0.7000,hold
80,42888,chten,0.00009258,394.72407409,,,0.7000,0.7000,hold
81,12429,stein,0.00312046,411.17132340,,,0.7000,0.7000,hold
82,198,"
",0.29556939,394.06164095,,,0.7000,0.7000,hold
83,23729,San,2.37811708,392.88046160,,,0.7000,0.7000,hold
84,88266, Marino,0.00027640,411.67338899,,,0.7000,0.7000,hold
85,198,"
",0.23264095,439.90250563,,,0.7000,0.7000,hold
86,3036,And,1.95079684,439.03134165,,,0.7000,0.7000,hold
87,83038,orra,0.00001819,438.17561043,,,0.7000,0.7000,hold
88,198,"
",0.31543177,408.94122895,,,0.7000,0.7000,hold
89,7084,Port,1.37281322,406.51907379,,,0.7000,0.7000,hold
90,44184,ugal,0.00934723,413.19048902,,,0.7000,0.7000,hold
91,198,"
",0.58270437,408.96191078,,,0.7000,0.7000,hold
92,33,B,2.97924614,407.17166484,,,0.7000,0.7000,hold
93,54999,ulg,0.34381592,382.88519777,,,0.7000,0.7000,hold
94,10432,aria,0.00137656,407.96805290,,,0.7000,0.7000,hold
95,198,"
",0.16652881,391.86135741,,,0.7000,0.7000,hold
96,31745,Ser,1.72631586,391.29535668,,,0.7000,0.7000,hold
97,14500,bia,0.00039265,362.37522428,,,0.7000,0.7000,hold
98,198,"
",0.45909953,380.60597149,,,0.7000,0.7000,hold
99,34415,Mont,1.25446880,391.29535668,,,0.7000,0.7000,hold
100,87821,enegro,0.00009015,381.64111381,,,0.7000,0.7000,hold
101,198,"
",0.21306112,380.82359450,,,0.7000,0.7000,hold
102,2101,Al,1.22422934,406.98687514,,,0.7000,0.7000,hold
103,6850,ban,0.00009732,398.02781542,,,0.7000,0.7000,hold
104,685,ia,0.00002645,352.64267532,,,0.7000,0.7000,hold
105,198,"
",0.29201251,377.02356718,,,0.7000,0.7000,hold
106,25221,North,1.68331575,363.00825280,,,0.7000,0.7000,hold
107,76409, Macedonia,0.00059084,365.69820310,,,0.7000,0.7000,hold
108,198,"
",0.42960647,394.90225984,,,0.7000,0.7000,hold
109,34,C,2.10385919,410.76473465,,,0.7000,0.7000,hold
110,17804,roat,0.00011762,420.19697289,,,0.7000,0.7000,hold
111,685,ia,0.00092515,411.05986669,,,0.7000,0.7000,hold
112,198,"
",0.14868012,410.82623514,,,0.7000,0.7000,hold
113,31745,Ser,1.86108685,387.92826870,,,0.7000,0.7000,hold
114,14500,bia,0.03394286,380.43390931,,,0.7000,0.7000,hold
115,323, and,0.71337253,423.33750309,,,0.7000,0.7000,hold
116,9795, Mont,0.03328796,431.79363512,,,0.7000,0.7000,hold
117,87821,enegro,0.00001056,432.54975559,,,0.7000,0.7000,hold
118,198,"
",0.34184033,418.44061522,,,0.7000,0.7000,hold
119,50,S,2.21575809,417.61543565,,,0.7000,0.7000,hold
120,86110,lovak,0.69394970,404.93405444,,,0.7000,0.7000,hold
121,685,ia,0.00426692,394.97464153,,,0.7000,0.7000,hold
122,198,"
",0.41075638,392.31531848,,,0.7000,0.7000,hold
123,52,U,2.67834997,424.29426147,,,0.7000,0.7000,hold
124,77736,kraine,0.00227371,396.04557479,,,0.7000,0.7000,hold
125,198,"
",0.21939564,376.74580514,,,0.7000,0.7000,hold
126,21666,Bel,1.46967494,441.16573457,,,0.7000,0.7000,hold
127,50319,arus,0.00108341,436.50152030,,,0.7000,0.7000,hold
128,198,"
",0.24356270,376.74580514,,,0.7000,0.7000,hold
129,60953,Georgia,2.34647536,406.09227227,,,0.7000,0.7000,hold
130,198,"
",0.18522900,434.34399058,,,0.7000,0.7000,hold
131,72719,Turkey,1.59834313,424.54639129,,,0.7000,0.7000,hold
132,198,"
",0.25761241,395.92796607,,,0.7000,0.7000,hold
133,56715,Cy,2.76744056,382.45944069,,,0.7000,0.7000,hold
134,49887,prus,0.00000432,427.29477156,,,0.7000,0.7000,hold
135,198,"
",0.17393476,396.10351200,,,0.7000,0.7000,hold
136,38,G,2.38644552,392.81573124,,,0.7000,0.7000,hold
137,89031,reece,0.00237077,393.63870743,,,0.7000,0.7000,hold
138,198,"
",0.11969695,379.74068133,,,0.7000,0.7000,hold
139,2101,Al,2.51864767,387.38199836,,,0.7000,0.7000,hold
140,6850,ban,0.00234954,353.62391412,,,0.7000,0.7000,hold
141,685,ia,0.00464197,393.92067683,,,0.7000,0.7000,hold
142,198,"
",0.21276256,394.62750929,,,0.7000,0.7000,hold
143,25221,North,2.13373399,381.62300455,,,0.7000,0.7000,hold
144,76409, Macedonia,0.00004420,356.01914650,,,0.7000,0.7000,hold
145,198,"
",0.14658332,424.31646671,,,0.7000,0.7000,hold
146,33,B,1.48677015,386.44859390,,,0.7000,0.7000,hold
147,436,os,0.69704306,396.31002591,,,0.7000,0.7000,hold
148,20887,nia,0.02315056,397.42752072,,,0.7000,0.7000,hold
149,323, and,0.07176081,429.74302646,,,0.7000,0.7000,hold
150,52639, Herz,0.00012296,409.13797592,,,0.7000,0.7000,hold
151,74187,egov,0.00003547,406.03915532,,,0.7000,0.7000,hold
152,2210,ina,0.00001664,448.51235899,,,0.7000,0.7000,hold
153,198,"
",0.11012806,437.97949900,,,0.7000,0.7000,hold
154,31745,Ser,0.96441460,420.24310016,,,0.7000,0.7000,hold
155,14500,bia,0.00092713,416.24099658,,,0.7000,0.7000,hold
156,323, and,0.41701734,434.92871157,,,0.7000,0.7000,hold
157,9795, Mont,0.00024661,414.02387735,,,0.7000,0.7000,hold
158,87821,enegro,0.00000425,437.36779634,,,0.7000,0.7000,hold
159,198,"
",0.06089582,396.57840656,,,0.7000,0.7000,hold
160,34415,Mont,1.49782658,391.81337567,,,0.7000,0.7000,hold
161,87821,enegro,0.00007557,421.09348585,,,0.7000,0.7000,hold
162,198,"
",0.07495659,396.24673759,,,0.7000,0.7000,hold
163,31745,Ser,0.70218182,394.52545772,,,0.7000,0.7000,hold
164,14500,bia,0.00730552,426.69247599,,,0.7000,0.7000,hold
165,323, and,0.73081732,422.59244097,,,0.7000,0.7000,hold
166,9795, Mont,0.00205237,452.32273121,,,0.7000,0.7000,hold
167,87821,enegro,0.00000421,384.64721737,,,0.7000,0.7000,hold
168,198,"
",0.03493904,413.52135919,,,0.7000,0.7000,hold
169,2101,Al,1.84987569,392.60650512,,,0.7000,0.7000,hold
170,6850,ban,0.00001205,423.45857687,,,0.7000,0.7000,hold
171,685,ia,0.00008954,409.09305328,,,0.7000,0.7000,hold
172,198,"
",0.01539677,419.39792345,,,0.7000,0.7000,hold
173,25221,North,0.04375583,420.42149275,,,0.7000,0.7000,hold
174,76409, Macedonia,0.00001302,412.46316541,,,0.7000,0.7000,hold
175,198,"
",0.01616000,379.22902741,,,0.7000,0.7000,hold
176,33,B,0.24138203,381.53752146,,,0.7000,0.7000,hold
177,436,os,0.00009025,380.87287355,,,0.7000,0.7000,hold
178,20887,nia,0.00007115,394.20996470,,,0.7000,0.7000,hold
179,323, and,0.00008946,369.19867135,,,0.7000,0.7000,hold
180,52639, Herz,0.00000423,428.31800765,,,0.7000,0.7000,hold
181,74187,egov,0.00001615,398.07021488,,,0.7000,0.7000,hold
182,2210,ina,0.00000531,383.64254776,,,0.7000,0.7000,hold
183,198,"
",0.00631311,383.78655266,,,0.7000,0.7000,hold
184,31745,Ser,0.04229790,376.92257477,,,0.7000,0.7000,hold
185,14500,bia,0.00019750,349.29686248,,,0.7000,0.7000,hold
186,323, and,0.00224561,333.91212782,,,0.7000,0.7000,hold
187,9795, Mont,0.00000995,379.53378270,,,0.7000,0.7000,hold
188,87821,enegro,0.00000420,410.63122143,,,0.7000,0.7000,hold
189,198,"
",0.01941689,382.52463234,,,0.7000,0.7000,hold
190,34415,Mont,0.01020234,380.43535242,,,0.7000,0.7000,hold
191,87821,enegro,0.00000423,353.21470053,,,0.7000,0.7000,hold
192,198,"
",0.01131598,338.93967198,,,0.7000,0.7000,hold
193,31745,Ser,0.05385881,352.49863318,,,0.7000,0.7000,hold
194,14500,bia,0.00018797,371.71537357,,,0.7000,0.7000,hold
195,323, and,0.00225804,411.22003225,,,0.7000,0.7000,hold
196,9795, Mont,0.00002388,397.96640019,,,0.7000,0.7000,hold
197,87821,enegro,0.00000420,414.22084892,,,0.7000,0.7000,hold
198,198,"
",0.01057730,413.24991518,,,0.7000,0.7000,hold
199,2101,Al,0.00572678,436.92869591,,,0.7000,0.7000,hold
200,6850,ban,0.00000520,399.85589312,,,0.7000,0.7000,hold
201,685,ia,0.00000521,392.43658101,,,0.7000,0.7000,hold
202,198,"
",0.00045929,393.69940027,,,0.7000,0.7000,hold
203,25221,North,0.00013520,390.39248185,,,0.7000,0.7000,hold
204,76409, Macedonia,0.00000875,373.64185973,,,0.7000,0.7000,hold
205,198,"
",0.00322192,381.17777999,,,0.7000,0.7000,hold
206,33,B,0.00025583,393.29701184,,,0.7000,0.7000,hold
207,436,os,0.00000438,398.15771671,,,0.7000,0.7000,hold
208,20887,nia,0.00001781,388.12721303,,,0.7000,0.7000,hold
209,323, and,0.00000973,390.02527623,,,0.7000,0.7000,hold
210,52639, Herz,0.00000421,366.69344423,,,0.7000,0.7000,hold
211,74187,egov,0.00003179,353.15903522,,,0.7000,0.7000,hold
212,2210,ina,0.00000674,355.12625569,,,0.7000,0.7000,hold
213,198,"
",0.00097201,414.52271644,,,0.7000,0.7000,hold
214,31745,Ser,0.00014248,446.68704995,,,0.7000,0.7000,hold
215,14500,bia,0.00007382,401.92608303,,,0.7000,0.7000,hold
216,323, and,0.00013699,443.52259571,,,0.7000,0.7000,hold
217,9795, Mont,0.00001473,410.18072947,,,0.7000,0.7000,hold
218,87821,enegro,0.00000420,380.97907366,,,0.7000,0.7000,hold
219,198,"
",0.00183980,396.35394898,,,0.7000,0.7000,hold
220,34415,Mont,0.00050669,415.66892949,,,0.7000,0.7000,hold
221,87821,enegro,0.00000421,399.27576968,,,0.7000,0.7000,hold
222,198,"
",0.00550163,409.51722616,,,0.7000,0.7000,hold
223,31745,Ser,0.00136439,427.45197135,,,0.7000,0.7000,hold
224,14500,bia,0.00010551,400.11331972,,,0.7000,0.7000,hold
225,323, and,0.00032743,355.83151934,,,0.7000,0.7000,hold
226,9795, Mont,0.00002802,387.80367631,,,0.7000,0.7000,hold
227,87821,enegro,0.00000420,425.27099083,,,0.7000,0.7000,hold
228,198,"
",0.00291538,385.10584906,,,0.7000,0.7000,hold
229,2101,Al,0.00027897,375.13467245,,,0.7000,0.7000,hold
230,6850,ban,0.00000478,425.48368937,,,0.7000,0.7000,hold
231,685,ia,0.00000456,377.14308484,,,0.7000,0.7000,hold
232,198,"
",0.00018078,369.74108054,,,0.7000,0.7000,hold
233,25221,North,0.00007970,384.78890412,,,0.7000,0.7000,hold
234,76409, Macedonia,0.00000840,397.57320485,,,0.7000,0.7000,hold
235,198,"
",0.00103790,395.14043985,,,0.7000,0.7000,hold
236,33,B,0.00010061,401.46733752,,,0.7000,0.7000,hold
237,436,os,0.00000435,373.30288896,,,0.7000,0.7000,hold
238,20887,nia,0.00001509,376.68973247,,,0.7000,0.7000,hold
239,323, and,0.00000784,369.88626337,,,0.7000,0.7000,hold
240,52639, Herz,0.00000421,384.62498848,,,0.7000,0.7000,hold
241,74187,egov,0.00001165,372.69486654,,,0.7000,0.7000,hold
242,2210,ina,0.00000708,386.15440966,,,0.7000,0.7000,hold
243,198,"
",0.00044859,395.10413925,,,0.7000,0.7000,hold
244,31745,Ser,0.00003881,387.74732625,,,0.7000,0.7000,hold
245,14500,bia,0.00004571,402.82423892,,,0.7000,0.7000,hold
246,323, and,0.00008778,401.69281181,,,0.7000,0.7000,hold
247,9795, Mont,0.00001575,402.81565366,,,0.7000,0.7000,hold
248,87821,enegro,0.00000420,385.01719424,,,0.7000,0.7000,hold
249,198,"
",0.00064205,380.13642232,,,0.7000,0.7000,hold
250,34415,Mont,0.00020714,399.54965944,,,0.7000,0.7000,hold
251,87821,enegro,0.00000420,369.64550850,,,0.7000,0.7000,hold
252,198,"
",0.00285329,350.82743172,,,0.7000,0.7000,hold
253,31745,Ser,0.00022640,414.28672846,,,0.7000,0.7000,hold
254,14500,bia,0.00011733,445.95160936,,,0.7000,0.7000,hold
255,323, and,0.00016346,417.10798280,,,0.7000,0.7000,hold
