step,token_id,token_text,entropy,fisher_trace,fisher_mean,fisher_std,temp_before,temp_after,action
99,9658, assume,0.15209596,342.86822254,,,0.7000,0.7000,hold
100,510,":
",0.03603524,324.61807804,,,0.7000,0.7000,hold
101,59,\,0.02382307,338.74507283,,,0.7000,0.7000,hold
102,9640,"[
",0.00000497,318.77751548,,,0.7000,0.7000,hold
103,59,\,0.00002914,319.81260076,,,0.7000,0.7000,hold
104,26888,sqrt,0.00000979,353.58374915,,,0.7000,0.7000,hold
105,90,{,0.00000437,350.19696951,,,0.7000,0.7000,hold
106,17,2,0.00000422,335.05807479,,,0.7000,0.7000,hold
107,92,},0.00000466,359.41174133,,,0.7000,0.7000,hold
108,284, =,0.00001417,323.64885178,,,0.7000,0.7000,hold
109,1124, \,0.00000421,352.86134193,,,0.7000,0.7000,hold
110,37018,frac,0.00000421,340.02249923,,,0.7000,0.7000,hold
111,90,{,0.00000432,359.52382310,,,0.7000,0.7000,hold
112,64,a,0.00007539,341.95493314,,,0.7000,0.7000,hold
113,15170,}{,0.00000422,400.24306872,,,0.7000,0.7000,hold
114,65,b,0.00000427,410.45269096,,,0.7000,0.7000,hold
115,532,"}
",0.00794986,385.59478453,,,0.7000,0.7000,hold
116,59,\,0.00000805,396.56143000,,,0.7000,0.7000,hold
117,2533,"]

",0.66394055,383.36690175,,,0.7000,0.7000,hold
118,14374,###,0.01716830,396.46023586,,,0.7000,0.7000,hold
119,14822, Step,0.00002180,376.07618058,,,0.7000,0.7000,hold
120,220, ,0.00000461,379.26472904,,,0.7000,0.7000,hold
121,17,2,0.00000441,365.27018824,,,0.7000,0.7000,hold
122,25,:,0.00000610,371.87762728,,,0.7000,0.7000,hold
123,15619, Square,0.02262332,367.89868110,,,0.7000,0.7000,hold
124,2176, both,0.00035437,359.42373001,,,0.7000,0.7000,hold
125,11067, sides,0.00000431,353.70952952,,,0.7000,0.7000,hold
126,315, of,0.10833962,325.92577677,,,0.7000,0.7000,hold
127,279, the,0.00000608,326.17636055,,,0.7000,0.7000,hold
128,23606, equation,0.00036045,355.22112273,,,0.7000,0.7000,hold
129,624,".
",0.00736940,349.31904147,,,0.7000,0.7000,hold
130,1249,To,0.11587317,336.84602289,,,0.7000,0.7000,hold
131,21725, eliminate,0.01001554,346.77346204,,,0.7000,0.7000,hold
132,279, the,0.00002090,349.72626403,,,0.7000,0.7000,hold
133,9334, square,0.00848627,338.60477972,,,0.7000,0.7000,hold
134,3704, root,0.00036032,310.56441382,,,0.7000,0.7000,hold
135,11,",",0.00094926,310.82529095,,,0.7000,0.7000,hold
136,582, we,0.01185365,337.53718720,,,0.7000,0.7000,hold
137,9334, square,0.00899668,355.69905990,,,0.7000,0.7000,hold
138,2176, both,0.00002867,362.18804996,,,0.7000,0.7000,hold
139,11067, sides,0.00003036,339.56930925,,,0.7000,0.7000,hold
140,315, of,0.18611215,370.04916361,,,0.7000,0.7000,hold
141,279, the,0.00033926,390.55872109,,,0.7000,0.7000,hold
142,23606, equation,0.00126567,383.46288221,,,0.7000,0.7000,hold
143,510,":
",0.09166721,341.46803568,,,0.7000,0.7000,hold
144,59,\,0.00000423,339.40586289,,,0.7000,0.7000,hold
145,9640,"[
",0.00000427,339.40586289,,,0.7000,0.7000,hold
146,11520,(\,0.10578722,368.27098526,,,0.7000,0.7000,hold
147,26888,sqrt,0.00011095,327.43551249,,,0.7000,0.7000,hold
148,90,{,0.00000420,313.19289116,,,0.7000,0.7000,hold
149,17,2,0.00000420,380.54345900,,,0.7000,0.7000,hold
150,5410,}),0.00000863,394.76683290,,,0.7000,0.7000,hold
151,61,^,0.00000518,376.10583365,,,0.7000,0.7000,hold
152,17,2,0.00000430,353.47066071,,,0.7000,0.7000,hold
153,284, =,0.00000446,352.37461391,,,0.7000,0.7000,hold
154,1124, \,0.00057486,348.75263138,,,0.7000,0.7000,hold
155,2359,left,0.00287905,342.75674671,,,0.7000,0.7000,hold
156,11520,(\,0.00041274,348.30796129,,,0.7000,0.7000,hold
157,37018,frac,0.00000425,364.18758551,,,0.7000,0.7000,hold
158,90,{,0.00000420,400.57000334,,,0.7000,0.7000,hold
159,64,a,0.00000425,395.08299422,,,0.7000,0.7000,hold
160,15170,}{,0.00000420,395.00989524,,,0.7000,0.7000,hold
161,65,b,0.00000427,415.20173494,,,0.7000,0.7000,hold
162,11035,}\,0.00000439,408.72291368,,,0.7000,0.7000,hold
163,1291,right,0.00000456,437.75627423,,,0.7000,0.7000,hold
164,29776,)^,0.00000424,399.57311513,,,0.7000,0.7000,hold
165,17,2,0.00000420,364.72851471,,,0.7000,0.7000,hold
166,198,"
",0.00008031,346.99241184,,,0.7000,0.7000,hold
167,59,\,0.00000910,365.01073144,,,0.7000,0.7000,hold
168,2533,"]

",0.35417426,361.13761415,,,0.7000,0.7000,hold
169,1986,This,0.34431487,352.81394355,,,0.7000,0.7000,hold
170,15491, simpl,0.01096134,336.77465074,,,0.7000,0.7000,hold
171,9606,ifies,0.00000574,339.38000063,,,0.7000,0.7000,hold
172,311, to,0.00001355,350.30431943,,,0.7000,0.7000,hold
173,510,":
",0.00000546,374.11161826,,,0.7000,0.7000,hold
174,59,\,0.00000422,393.30374872,,,0.7000,0.7000,hold
175,9640,"[
",0.00000440,351.11002105,,,0.7000,0.7000,hold
176,17,2,0.00000642,382.50825685,,,0.7000,0.7000,hold
177,284, =,0.00006930,380.87663163,,,0.7000,0.7000,hold
178,1124, \,0.00000425,364.05479703,,,0.7000,0.7000,hold
179,37018,frac,0.00002450,369.55172413,,,0.7000,0.7000,hold
180,90,{,0.00000420,368.75709037,,,0.7000,0.7000,hold
181,64,a,0.00000457,393.85229375,,,0.7000,0.7000,hold
182,61,^,0.00000445,407.45028444,,,0.7000,0.7000,hold
183,17,2,0.00000420,355.63784235,,,0.7000,0.7000,hold
184,15170,}{,0.00000422,362.79541462,,,0.7000,0.7000,hold
185,65,b,0.00000443,361.67735924,,,0.7000,0.7000,hold
186,61,^,0.00000420,394.03809874,,,0.7000,0.7000,hold
187,17,2,0.00000420,385.14394339,,,0.7000,0.7000,hold
188,532,"}
",0.00001002,361.14795871,,,0.7000,0.7000,hold
189,59,\,0.00000425,351.05729366,,,0.7000,0.7000,hold
190,2533,"]

",0.00000499,326.30195718,,,0.7000,0.7000,hold
191,14374,###,0.00002362,372.19175365,,,0.7000,0.7000,hold
192,14822, Step,0.00002087,353.96427355,,,0.7000,0.7000,hold
193,220, ,0.00000746,383.81058403,,,0.7000,0.7000,hold
194,18,3,0.00000429,380.98303197,,,0.7000,0.7000,hold
195,25,:,0.00000498,382.20833174,,,0.7000,0.7000,hold
196,11261, Cross,0.42454818,329.24565145,,,0.7000,0.7000,hold
197,1448,-m,0.00044032,405.32023792,,,0.7000,0.7000,hold
198,21352,ultiply,0.00023795,379.65599659,,,0.7000,0.7000,hold
199,311, to,0.00237505,381.41123731,,,0.7000,0.7000,hold
200,21725, eliminate,0.84882134,381.41123731,,,0.7000,0.7000,hold
201,279, the,0.00005163,392.48525216,,,0.7000,0.7000,hold
202,19419, fraction,0.27605933,417.60741512,,,0.7000,0.7000,hold
203,624,".
",0.00001195,381.36592797,,,0.7000,0.7000,hold
204,1249,To,0.37837955,356.54283725,,,0.7000,0.7000,hold
205,2797, clear,0.11112001,383.22792765,,,0.7000,0.7000,hold
206,279, the,0.00002548,379.35524323,,,0.7000,0.7000,hold
207,19419, fraction,0.02554287,374.41937724,,,0.7000,0.7000,hold
208,11,",",0.01995424,337.68038858,,,0.7000,0.7000,hold
209,582, we,0.01826603,380.27085489,,,0.7000,0.7000,hold
210,30270, multiply,0.51822549,428.19671119,,,0.7000,0.7000,hold
211,2176, both,0.00524160,446.86917061,,,0.7000,0.7000,hold
212,11067, sides,0.00002021,411.64296837,,,0.7000,0.7000,hold
213,315, of,0.54467398,395.75691003,,,0.7000,0.7000,hold
214,279, the,0.00002216,396.77324020,,,0.7000,0.7000,hold
215,23606, equation,0.00002892,391.47751438,,,0.7000,0.7000,hold
216,553, by,0.01273250,400.28509118,,,0.7000,0.7000,hold
217,17767, \(,0.00000799,391.01683773,,,0.7000,0.7000,hold
218,65,b,0.00000582,379.57578001,,,0.7000,0.7000,hold
219,61,^,0.00000421,386.44441514,,,0.7000,0.7000,hold
220,17,2,0.00000420,378.83019237,,,0.7000,0.7000,hold
221,59,\,0.00511120,353.64754359,,,0.7000,0.7000,hold
222,982,"):
",0.00027067,398.47780382,,,0.7000,0.7000,hold
223,59,\,0.00000424,344.60821043,,,0.7000,0.7000,hold
224,9640,"[
",0.00000485,365.98402624,,,0.7000,0.7000,hold
225,17,2,0.01053344,364.35621065,,,0.7000,0.7000,hold
226,65,b,0.05242446,354.39471639,,,0.7000,0.7000,hold
227,61,^,0.00000420,357.66372550,,,0.7000,0.7000,hold
228,17,2,0.00000420,334.88128247,,,0.7000,0.7000,hold
229,284, =,0.00000424,375.18873369,,,0.7000,0.7000,hold
230,264, a,0.00000586,368.49637217,,,0.7000,0.7000,hold
231,61,^,0.00000420,344.81419175,,,0.7000,0.7000,hold
232,17,2,0.00000420,356.55881091,,,0.7000,0.7000,hold
233,198,"
",0.00000495,323.50149362,,,0.7000,0.7000,hold
234,59,\,0.00000429,361.28528934,,,0.7000,0.7000,hold
235,2533,"]

",0.00000447,371.98432333,,,0.7000,0.7000,hold
236,14374,###,0.00017821,380.18945987,,,0.7000,0.7000,hold
237,14822, Step,0.00001655,377.69877509,,,0.7000,0.7000,hold
238,220, ,0.00000875,391.44834307,,,0.7000,0.7000,hold
239,19,4,0.00000423,337.68555456,,,0.7000,0.7000,hold
240,25,:,0.00000467,373.42024142,,,0.7000,0.7000,hold
241,37427, Analy,0.93497938,368.23849269,,,0.7000,0.7000,hold
242,2986,ze,0.00002143,392.90634603,,,0.7000,0.7000,hold
243,279, the,0.00262738,382.61258487,,,0.7000,0.7000,hold
244,23606, equation,0.45070627,378.40006716,,,0.7000,0.7000,hold
245,624,".
",0.61341518,364.78255147,,,0.7000,0.7000,hold
246,1654,We,1.22042143,380.55311073,,,0.7000,0.7000,hold
247,614, have,0.33983099,397.62463072,,,0.7000,0.7000,hold
248,1431, now,1.66628623,365.96954979,,,0.7000,0.7000,hold
249,12180, obtained,0.96572113,380.92996186,,,0.7000,0.7000,hold
250,279, the,0.89935952,382.86135661,,,0.7000,0.7000,hold
251,23606, equation,0.00458553,394.88536714,,,0.7000,0.7000,hold
252,510,":
",0.40250280,380.60775679,,,0.7000,0.7000,hold
253,59,\,0.00000501,380.84781452,,,0.7000,0.7000,hold
254,9640,"[
",0.00000527,367.37667803,,,0.7000,0.7000,hold
255,17,2,0.67938805,372.66247653,,,0.7000,0.7000,hold
