row_index,file,q_label,topology,n_points
79,creative_p0_seed7_none,creative,none,3584
80,creative_p0_seed7_none,creative,none,3840
81,creative_p0_seed7_none,creative,none,4096
82,creative_p0_seed7_none,creative,none,4352
83,creative_p0_seed7_none,creative,none,4608
84,creative_p0_seed7_none,creative,none,4864
85,creative_p0_seed7_none,creative,none,5120
86,creative_p0_seed7_none,creative,none,5376
87,creative_p0_seed7_none,creative,none,5632
88,creative_p0_seed7_none,creative,none,5888
89,creative_p0_seed7_none,creative,none,6144
90,creative_p0_seed7_none,creative,none,6400
91,creative_p0_seed7_none,creative,none,6656
92,creative_p0_seed7_none,creative,none,6912
93,creative_p0_seed7_none,creative,none,7168
94,creative_p0_seed7_none,creative,none,7424
95,creative_p0_seed7_none,creative,none,7680
96,creative_p0_seed7_none,creative,none,7936
97,creative_p0_seed7_none,creative,none,8192
98,creative_p0_seed7_none,creative,none,8448
99,creative_p0_seed7_none,creative,none,8704
100,creative_p0_seed7_none,creative,none,8960
101,creative_p0_seed7_none,creative,none,9216
102,creative_p0_seed7_none,creative,none,9472
103,creative_p0_seed7_none,creative,none,9728
104,creative_p0_seed7_none,creative,none,9984
105,creative_p0_seed7_none,creative,none,10000
106,creative_p0_seed99_none,creative,none,32
107,creative_p0_seed99_none,creative,none,48
108,creative_p0_seed99_none,creative,none,64
109,creative_p0_seed99_none,creative,none,80
110,creative_p0_seed99_none,creative,none,96
111,creative_p0_seed99_none,creative,none,112
112,creative_p0_seed99_none,creative,none,128
113,creative_p0_seed99_none,creative,none,160
114,creative_p0_seed99_none,creative,none,192
115,creative_p0_seed99_none,creative,none,224
116,creative_p0_seed99_none,creative,none,256
117,creative_p0_seed99_none,creative,none,320
118,creative_p0_seed99_none,creative,none,384
119,creative_p0_seed99_none,creative,none,448
120,creative_p0_seed99_none,creative,none,512
121,creative_p0_seed99_none,creative,none,768
122,creative_p0_seed99_none,creative,none,1024
123,creative_p0_seed99_none,creative,none,1280
124,creative_p0_seed99_none,creative,none,1536
125,creative_p0_seed99_none,creative,none,1792
126,creative_p0_seed99_none,creative,none,2048
127,creative_p0_seed99_none,creative,none,2304
128,creative_p0_seed99_none,creative,none,2560
129,creative_p0_seed99_none,creative,none,2816
130,creative_p0_seed99_none,creative,none,3072
131,creative_p0_seed99_none,creative,none,3328
132,creative_p0_seed99_none,creative,none,3584
133,creative_p0_seed99_none,creative,none,3840
134,creative_p0_seed99_none,creative,none,4096
135,creative_p0_seed99_none,creative,none,4352
136,creative_p0_seed99_none,creative,none,4608
137,creative_p0_seed99_none,creative,none,4864
138,creative_p0_seed99_none,creative,none,5120
139,creative_p0_seed99_none,creative,none,5376
140,creative_p0_seed99_none,creative,none,5632
141,creative_p0_seed99_none,creative,none,5888
142,creative_p0_seed99_none,creative,none,6144
143,creative_p0_seed99_none,creative,none,6400
144,creative_p0_seed99_none,creative,none,6656
145,creative_p0_seed99_none,creative,none,6912
146,creative_p0_seed99_none,creative,none,7168
147,creative_p0_seed99_none,creative,none,7424
148,creative_p0_seed99_none,creative,none,7680
149,creative_p0_seed99_none,creative,none,7936
150,creative_p0_seed99_none,creative,none,8192
151,creative_p0_seed99_none,creative,none,8448
152,creative_p0_seed99_none,creative,none,8704
153,creative_p0_seed99_none,creative,none,8960
154,creative_p0_seed99_none,creative,none,9216
155,creative_p0_seed99_none,creative,none,9472
156,creative_p0_seed99_none,creative,none,9728
157,creative_p0_seed99_none,creative,none,9984
158,creative_p0_seed99_none,creative,none,10000
159,factual_p0_seed42_none,factual,none,32
160,factual_p0_seed42_none,factual,none,48
161,factual_p0_seed42_none,factual,none,64
162,factual_p0_seed42_none,factual,none,80
163,factual_p0_seed42_none,factual,none,96
164,factual_p0_seed42_none,factual,none,112
165,factual_p0_seed42_none,factual,none,128
166,factual_p0_seed42_none,factual,none,160
167,factual_p0_seed42_none,factual,none,192
168,factual_p0_seed42_none,factual,none,224
169,factual_p0_seed42_none,factual,none,256
170,factual_p0_seed42_none,factual,none,320
171,factual_p0_seed42_none,factual,none,384
172,factual_p0_seed42_none,factual,none,448
173,factual_p0_seed42_none,factual,none,512
174,factual_p0_seed42_none,factual,none,768
175,factual_p0_seed42_none,factual,none,1024
176,factual_p0_seed42_none,factual,none,1280
177,factual_p0_seed42_none,factual,none,1536
178,factual_p0_seed42_none,factual,none,1792
179,factual_p0_seed42_none,factual,none,2048
180,factual_p0_seed42_none,factual,none,2304
181,factual_p0_seed42_none,factual,none,2560
182,factual_p0_seed42_none,factual,none,2816
183,factual_p0_seed42_none,factual,none,3072
184,factual_p0_seed42_none,factual,none,3328
185,factual_p0_seed42_none,factual,none,3584
186,factual_p0_seed42_none,factual,none,3840
187,factual_p0_seed42_none,factual,none,4096
188,factual_p0_seed42_none,factual,none,4352
189,factual_p0_seed42_none,factual,none,4608
190,factual_p0_seed42_none,factual,none,4864
191,factual_p0_seed42_none,factual,none,5120
192,factual_p0_seed42_none,factual,none,5376
193,factual_p0_seed42_none,factual,none,5632
194,factual_p0_seed42_none,factual,none,5888
195,factual_p0_seed42_none,factual,none,6144
196,factual_p0_seed42_none,factual,none,6400
197,factual_p0_seed42_none,factual,none,6656
198,factual_p0_seed42_none,factual,none,6912
199,factual_p0_seed42_none,factual,none,7168
200,factual_p0_seed42_none,factual,none,7424
201,factual_p0_seed42_none,factual,none,7680
202,factual_p0_seed42_none,factual,none,7936
203,factual_p0_seed42_none,factual,none,8192
204,factual_p0_seed42_none,factual,none,8448
205,factual_p0_seed42_none,factual,none,8704
206,factual_p0_seed42_none,factual,none,8960
207,factual_p0_seed42_none,factual,none,9216
208,factual_p0_seed42_none,factual,none,9472
209,factual_p0_seed42_none,factual,none,9728
210,factual_p0_seed42_none,factual,none,9984
211,factual_p0_seed42_none,factual,none,10000
212,factual_p0_seed7_none,factual,none,32
213,factual_p0_seed7_none,factual,none,48
214,factual_p0_seed7_none,factual,none,64
215,factual_p0_seed7_none,factual,none,80
216,factual_p0_seed7_none,factual,none,96
217,factual_p0_seed7_none,factual,none,112
218,factual_p0_seed7_none,factual,none,128
219,factual_p0_seed7_none,factual,none,160
220,factual_p0_seed7_none,factual,none,192
221,factual_p0_seed7_none,factual,none,224
222,factual_p0_seed7_none,factual,none,256
223,factual_p0_seed7_none,factual,none,320
224,factual_p0_seed7_none,factual,none,384
225,factual_p0_seed7_none,factual,none,448
226,factual_p0_seed7_none,factual,none,512
227,factual_p0_seed7_none,factual,none,768
228,factual_p0_seed7_none,factual,none,1024
229,factual_p0_seed7_none,factual,none,1280
230,factual_p0_seed7_none,factual,none,1536
231,factual_p0_seed7_none,factual,none,1792
232,factual_p0_seed7_none,factual,none,2048
233,factual_p0_seed7_none,factual,none,2304
234,factual_p0_seed7_none,factual,none,2560
235,factual_p0_seed7_none,factual,none,2816
236,factual_p0_seed7_none,factual,none,3072
237,factual_p0_seed7_none,factual,none,3328
238,factual_p0_seed7_none,factual,none,3584
239,factual_p0_seed7_none,factual,none,3840
240,factual_p0_seed7_none,factual,none,4096
241,factual_p0_seed7_none,factual,none,4352
242,factual_p0_seed7_none,factual,none,4608
243,factual_p0_seed7_none,factual,none,4864
244,factual_p0_seed7_none,factual,none,5120
245,factual_p0_seed7_none,factual,none,5376
246,factual_p0_seed7_none,factual,none,5632
247,factual_p0_seed7_none,factual,none,5888
248,factual_p0_seed7_none,factual,none,6144
249,factual_p0_seed7_none,factual,none,6400
250,factual_p0_seed7_none,factual,none,6656
251,factual_p0_seed7_none,factual,none,6912
252,factual_p0_seed7_none,factual,none,7168
253,factual_p0_seed7_none,factual,none,7424
254,factual_p0_seed7_none,factual,none,7680
255,factual_p0_seed7_none,factual,none,7936
256,factual_p0_seed7_none,factual,none,8192
257,factual_p0_seed7_none,factual,none,8448
258,factual_p0_seed7_none,factual,none,8704
259,factual_p0_seed7_none,factual,none,8960
260,factual_p0_seed7_none,factual,none,9216
261,factual_p0_seed7_none,factual,none,9472
262,factual_p0_seed7_none,factual,none,9728
263,factual_p0_seed7_none,factual,none,9984
264,factual_p0_seed7_none,factual,none,10000
265,factual_p0_seed99_none,factual,none,32
266,factual_p0_seed99_none,factual,none,48
267,factual_p0_seed99_none,factual,none,64
268,factual_p0_seed99_none,factual,none,80
269,factual_p0_seed99_none,factual,none,96
270,factual_p0_seed99_none,factual,none,112
271,factual_p0_seed99_none,factual,none,128
272,factual_p0_seed99_none,factual,none,160
273,factual_p0_seed99_none,factual,none,192
274,factual_p0_seed99_none,factual,none,224
275,factual_p0_seed99_none,factual,none,256
276,factual_p0_seed99_none,factual,none,320
277,factual_p0_seed99_none,factual,none,384
278,factual_p0_seed99_none,factual,none,448
279,factual_p0_seed99_none,factual,none,512
280,factual_p0_seed99_none,factual,none,768
281,factual_p0_seed99_none,factual,none,1024
282,factual_p0_seed99_none,factual,none,1280
283,factual_p0_seed99_none,factual,none,1536
284,factual_p0_seed99_none,factual,none,1792
285,factual_p0_seed99_none,factual,none,2048
286,factual_p0_seed99_none,factual,none,2304
287,factual_p0_seed99_none,factual,none,2560
288,factual_p0_seed99_none,factual,none,2816
289,factual_p0_seed99_none,factual,none,3072
290,factual_p0_seed99_none,factual,none,3328
291,factual_p0_seed99_none,factual,none,3584
292,factual_p0_seed99_none,factual,none,3840
293,factual_p0_seed99_none,factual,none,4096
294,factual_p0_seed99_none,factual,none,4352
295,factual_p0_seed99_none,factual,none,4608
296,factual_p0_seed99_none,factual,none,4864
297,factual_p0_seed99_none,factual,none,5120
298,factual_p0_seed99_none,factual,none,5376
299,factual_p0_seed99_none,factual,none,5632
300,factual_p0_seed99_none,factual,none,5888
301,factual_p0_seed99_none,factual,none,6144
302,factual_p0_seed99_none,factual,none,6400
303,factual_p0_seed99_none,factual,none,6656
304,factual_p0_seed99_none,factual,none,6912
305,factual_p0_seed99_none,factual,none,7168
306,factual_p0_seed99_none,factual,none,7424
307,factual_p0_seed99_none,factual,none,7680
308,factual_p0_seed99_none,factual,none,7936
309,factual_p0_seed99_none,factual,none,8192
310,factual_p0_seed99_none,factual,none,8448
311,factual_p0_seed99_none,factual,none,8704
312,factual_p0_seed99_none,factual,none,8960
313,factual_p0_seed99_none,factual,none,9216
314,factual_p0_seed99_none,factual,none,9472
315,factual_p0_seed99_none,factual,none,9728
316,factual_p0_seed99_none,factual,none,9984
317,factual_p0_seed99_none,factual,none,10000
318,mathematical_p0_seed42_none,mathematical,none,32
319,mathematical_p0_seed42_none,mathematical,none,48
320,mathematical_p0_seed42_none,mathematical,none,64
321,mathematical_p0_seed42_none,mathematical,none,80
322,mathematical_p0_seed42_none,mathematical,none,96
323,mathematical_p0_seed42_none,mathematical,none,112
324,mathematical_p0_seed42_none,mathematical,none,128
325,mathematical_p0_seed42_none,mathematical,none,160
326,mathematical_p0_seed42_none,mathematical,none,192
327,mathematical_p0_seed42_none,mathematical,none,224
328,mathematical_p0_seed42_none,mathematical,none,256
329,mathematical_p0_seed42_none,mathematical,none,320
330,mathematical_p0_seed42_none,mathematical,none,384
331,mathematical_p0_seed42_none,mathematical,none,448
332,mathematical_p0_seed42_none,mathematical,none,512
333,mathematical_p0_seed42_none,mathematical,none,768
334,mathematical_p0_seed42_none,mathematical,none,1024
335,mathematical_p0_seed42_none,mathematical,none,1280
336,mathematical_p0_seed42_none,mathematical,none,1536
337,mathematical_p0_seed42_none,mathematical,none,1792
338,mathematical_p0_seed42_none,mathematical,none,2048
339,mathematical_p0_seed42_none,mathematical,none,2304
340,mathematical_p0_seed42_none,mathematical,none,2560
341,mathematical_p0_seed42_none,mathematical,none,2816
342,mathematical_p0_seed42_none,mathematical,none,3072
343,mathematical_p0_seed42_none,mathematical,none,3328
344,mathematical_p0_seed42_none,mathematical,none,3584
345,mathematical_p0_seed42_none,mathematical,none,3840
346,mathematical_p0_seed42_none,mathematical,none,4096
347,mathematical_p0_seed42_none,mathematical,none,4352
348,mathematical_p0_seed42_none,mathematical,none,4608
349,mathematical_p0_seed42_none,mathematical,none,4864
350,mathematical_p0_seed42_none,mathematical,none,5120
351,mathematical_p0_seed42_none,mathematical,none,5376
352,mathematical_p0_seed42_none,mathematical,none,5632
353,mathematical_p0_seed42_none,mathematical,none,5888
354,mathematical_p0_seed42_none,mathematical,none,6144
355,mathematical_p0_seed42_none,mathematical,none,6400
356,mathematical_p0_seed42_none,mathematical,none,6656
357,mathematical_p0_seed42_none,mathematical,none,6912
358,mathematical_p0_seed42_none,mathematical,none,7168
359,mathematical_p0_seed42_none,mathematical,none,7424
360,mathematical_p0_seed42_none,mathematical,none,7680
361,mathematical_p0_seed42_none,mathematical,none,7936
362,mathematical_p0_seed42_none,mathematical,none,8192
363,mathematical_p0_seed42_none,mathematical,none,8448
364,mathematical_p0_seed42_none,mathematical,none,8704
365,mathematical_p0_seed42_none,mathematical,none,8960
366,mathematical_p0_seed42_none,mathematical,none,9216
367,mathematical_p0_seed42_none,mathematical,none,9472
368,mathematical_p0_seed42_none,mathematical,none,9728
369,mathematical_p0_seed42_none,mathematical,none,9984
370,mathematical_p0_seed42_none,mathematical,none,10000
371,mathematical_p0_seed7_none,mathematical,none,32
372,mathematical_p0_seed7_none,mathematical,none,48
373,mathematical_p0_seed7_none,mathematical,none,64
374,mathematical_p0_seed7_none,mathematical,none,80
375,mathematical_p0_seed7_none,mathematical,none,96
376,mathematical_p0_seed7_none,mathematical,none,112
377,mathematical_p0_seed7_none,mathematical,none,128
378,mathematical_p0_seed7_none,mathematical,none,160
379,mathematical_p0_seed7_none,mathematical,none,192
380,mathematical_p0_seed7_none,mathematical,none,224
381,mathematical_p0_seed7_none,mathematical,none,256
382,mathematical_p0_seed7_none,mathematical,none,320
383,mathematical_p0_seed7_none,mathematical,none,384
384,mathematical_p0_seed7_none,mathematical,none,448
385,mathematical_p0_seed7_none,mathematical,none,512
386,mathematical_p0_seed7_none,mathematical,none,768
387,mathematical_p0_seed7_none,mathematical,none,1024
388,mathematical_p0_seed7_none,mathematical,none,1280
389,mathematical_p0_seed7_none,mathematical,none,1536
390,mathematical_p0_seed7_none,mathematical,none,1792
391,mathematical_p0_seed7_none,mathematical,none,2048
392,mathematical_p0_seed7_none,mathematical,none,2304
393,mathematical_p0_seed7_none,mathematical,none,2560
394,mathematical_p0_seed7_none,mathematical,none,2816
395,mathematical_p0_seed7_none,mathematical,none,3072
396,mathematical_p0_seed7_none,mathematical,none,3328
397,mathematical_p0_seed7_none,mathematical,none,3584
398,mathematical_p0_seed7_none,mathematical,none,3840
399,mathematical_p0_seed7_none,mathematical,none,4096
400,mathematical_p0_seed7_none,mathematical,none,4352
401,mathematical_p0_seed7_none,mathematical,none,4608
402,mathematical_p0_seed7_none,mathematical,none,4864
403,mathematical_p0_seed7_none,mathematical,none,5120
404,mathematical_p0_seed7_none,mathematical,none,5376
405,mathematical_p0_seed7_none,mathematical,none,5632
406,mathematical_p0_seed7_none,mathematical,none,5888
407,mathematical_p0_seed7_none,mathematical,none,6144
408,mathematical_p0_seed7_none,mathematical,none,6400
409,mathematical_p0_seed7_none,mathematical,none,6656
410,mathematical_p0_seed7_none,mathematical,none,6912
411,mathematical_p0_seed7_none,mathematical,none,7168
412,mathematical_p0_seed7_none,mathematical,none,7424
413,mathematical_p0_seed7_none,mathematical,none,7680
414,mathematical_p0_seed7_none,mathematical,none,7936
415,mathematical_p0_seed7_none,mathematical,none,8192
416,mathematical_p0_seed7_none,mathematical,none,8448
417,mathematical_p0_seed7_none,mathematical,none,8704
418,mathematical_p0_seed7_none,mathematical,none,8960
419,mathematical_p0_seed7_none,mathematical,none,9216
420,mathematical_p0_seed7_none,mathematical,none,9472
421,mathematical_p0_seed7_none,mathematical,none,9728
422,mathematical_p0_seed7_none,mathematical,none,9984
423,mathematical_p0_seed7_none,mathematical,none,10000
424,mathematical_p0_seed99_none,mathematical,none,32
425,mathematical_p0_seed99_none,mathematical,none,48
426,mathematical_p0_seed99_none,mathematical,none,64
427,mathematical_p0_seed99_none,mathematical,none,80
428,mathematical_p0_seed99_none,mathematical,none,96
429,mathematical_p0_seed99_none,mathematical,none,112
430,mathematical_p0_seed99_none,mathematical,none,128
431,mathematical_p0_seed99_none,mathematical,none,160
432,mathematical_p0_seed99_none,mathematical,none,192
433,mathematical_p0_seed99_none,mathematical,none,224
434,mathematical_p0_seed99_none,mathematical,none,256
435,mathematical_p0_seed99_none,mathematical,none,320
436,mathematical_p0_seed99_none,mathematical,none,384
437,mathematical_p0_seed99_none,mathematical,none,448
438,mathematical_p0_seed99_none,mathematical,none,512
439,mathematical_p0_seed99_none,mathematical,none,768
440,mathematical_p0_seed99_none,mathematical,none,1024
441,mathematical_p0_seed99_none,mathematical,none,1280
442,mathematical_p0_seed99_none,mathematical,none,1536
443,mathematical_p0_seed99_none,mathematical,none,1792
444,mathematical_p0_seed99_none,mathematical,none,2048
445,mathematical_p0_seed99_none,mathematical,none,2304
446,mathematical_p0_seed99_none,mathematical,none,2560
447,mathematical_p0_seed99_none,mathematical,none,2816
448,mathematical_p0_seed99_none,mathematical,none,3072
449,mathematical_p0_seed99_none,mathematical,none,3328
450,mathematical_p0_seed99_none,mathematical,none,3584
451,mathematical_p0_seed99_none,mathematical,none,3840
452,mathematical_p0_seed99_none,mathematical,none,4096
453,mathematical_p0_seed99_none,mathematical,none,4352
454,mathematical_p0_seed99_none,mathematical,none,4608
455,mathematical_p0_seed99_none,mathematical,none,4864
456,mathematical_p0_seed99_none,mathematical,none,5120
457,mathematical_p0_seed99_none,mathematical,none,5376
458,mathematical_p0_seed99_none,mathematical,none,5632
459,mathematical_p0_seed99_none,mathematical,none,5888
460,mathematical_p0_seed99_none,mathematical,none,6144
461,mathematical_p0_seed99_none,mathematical,none,6400
462,mathematical_p0_seed99_none,mathematical,none,6656
463,mathematical_p0_seed99_none,mathematical,none,6912
464,mathematical_p0_seed99_none,mathematical,none,7168
465,mathematical_p0_seed99_none,mathematical,none,7424
466,mathematical_p0_seed99_none,mathematical,none,7680
467,mathematical_p0_seed99_none,mathematical,none,7936
468,mathematical_p0_seed99_none,mathematical,none,8192
469,mathematical_p0_seed99_none,mathematical,none,8448
470,mathematical_p0_seed99_none,mathematical,none,8704
471,mathematical_p0_seed99_none,mathematical,none,8960
472,mathematical_p0_seed99_none,mathematical,none,9216
473,mathematical_p0_seed99_none,mathematical,none,9472
474,mathematical_p0_seed99_none,mathematical,none,9728
475,mathematical_p0_seed99_none,mathematical,none,9984
476,mathematical_p0_seed99_none,mathematical,none,10000
477,philosophical_p0_seed42_none,philosophical,none,32
478,philosophical_p0_seed42_none,philosophical,none,48
479,philosophical_p0_seed42_none,philosophical,none,64
480,philosophical_p0_seed42_none,philosophical,none,80
481,philosophical_p0_seed42_none,philosophical,none,96
482,philosophical_p0_seed42_none,philosophical,none,112
483,philosophical_p0_seed42_none,philosophical,none,128
484,philosophical_p0_seed42_none,philosophical,none,160
485,philosophical_p0_seed42_none,philosophical,none,192
486,philosophical_p0_seed42_none,philosophical,none,224
487,philosophical_p0_seed42_none,philosophical,none,256
488,philosophical_p0_seed42_none,philosophical,none,320
489,philosophical_p0_seed42_none,philosophical,none,384
490,philosophical_p0_seed42_none,philosophical,none,448
491,philosophical_p0_seed42_none,philosophical,none,512
492,philosophical_p0_seed42_none,philosophical,none,768
493,philosophical_p0_seed42_none,philosophical,none,1024
494,philosophical_p0_seed42_none,philosophical,none,1280
495,philosophical_p0_seed42_none,philosophical,none,1536
496,philosophical_p0_seed42_none,philosophical,none,1792
497,philosophical_p0_seed42_none,philosophical,none,2048
498,philosophical_p0_seed42_none,philosophical,none,2304
499,philosophical_p0_seed42_none,philosophical,none,2560
500,philosophical_p0_seed42_none,philosophical,none,2816
501,philosophical_p0_seed42_none,philosophical,none,3072
502,philosophical_p0_seed42_none,philosophical,none,3328
503,philosophical_p0_seed42_none,philosophical,none,3584
504,philosophical_p0_seed42_none,philosophical,none,3840
505,philosophical_p0_seed42_none,philosophical,none,4096
506,philosophical_p0_seed42_none,philosophical,none,4352
507,philosophical_p0_seed42_none,philosophical,none,4608
508,philosophical_p0_seed42_none,philosophical,none,4864
509,philosophical_p0_seed42_none,philosophical,none,5120
510,philosophical_p0_seed42_none,philosophical,none,5376
511,philosophical_p0_seed42_none,philosophical,none,5632
512,philosophical_p0_seed42_none,philosophical,none,5888
513,philosophical_p0_seed42_none,philosophical,none,6144
514,philosophical_p0_seed42_none,philosophical,none,6400
515,philosophical_p0_seed42_none,philosophical,none,6656
516,philosophical_p0_seed42_none,philosophical,none,6912
517,philosophical_p0_seed42_none,philosophical,none,7168
518,philosophical_p0_seed42_none,philosophical,none,7424
519,philosophical_p0_seed42_none,philosophical,none,7680
520,philosophical_p0_seed42_none,philosophical,none,7936
521,philosophical_p0_seed42_none,philosophical,none,8192
522,philosophical_p0_seed42_none,philosophical,none,8448
523,philosophical_p0_seed42_none,philosophical,none,8704
524,philosophical_p0_seed42_none,philosophical,none,8960
525,philosophical_p0_seed42_none,philosophical,none,9216
526,philosophical_p0_seed42_none,philosophical,none,9472
527,philosophical_p0_seed42_none,philosophical,none,9728
528,philosophical_p0_seed42_none,philosophical,none,9984
529,philosophical_p0_seed42_none,philosophical,none,10000
530,philosophical_p0_seed7_none,philosophical,none,32
531,philosophical_p0_seed7_none,philosophical,none,48
532,philosophical_p0_seed7_none,philosophical,none,64
533,philosophical_p0_seed7_none,philosophical,none,80
534,philosophical_p0_seed7_none,philosophical,none,96
535,philosophical_p0_seed7_none,philosophical,none,112
536,philosophical_p0_seed7_none,philosophical,none,128
537,philosophical_p0_seed7_none,philosophical,none,160
538,philosophical_p0_seed7_none,philosophical,none,192
539,philosophical_p0_seed7_none,philosophical,none,224
540,philosophical_p0_seed7_none,philosophical,none,256
541,philosophical_p0_seed7_none,philosophical,none,320
542,philosophical_p0_seed7_none,philosophical,none,384
543,philosophical_p0_seed7_none,philosophical,none,448
544,philosophical_p0_seed7_none,philosophical,none,512
545,philosophical_p0_seed7_none,philosophical,none,768
546,philosophical_p0_seed7_none,philosophical,none,1024
547,philosophical_p0_seed7_none,philosophical,none,1280
548,philosophical_p0_seed7_none,philosophical,none,1536
549,philosophical_p0_seed7_none,philosophical,none,1792
550,philosophical_p0_seed7_none,philosophical,none,2048
551,philosophical_p0_seed7_none,philosophical,none,2304
552,philosophical_p0_seed7_none,philosophical,none,2560
553,philosophical_p0_seed7_none,philosophical,none,2816
554,philosophical_p0_seed7_none,philosophical,none,3072
555,philosophical_p0_seed7_none,philosophical,none,3328
556,philosophical_p0_seed7_none,philosophical,none,3584
557,philosophical_p0_seed7_none,philosophical,none,3840
558,philosophical_p0_seed7_none,philosophical,none,4096
559,philosophical_p0_seed7_none,philosophical,none,4352
560,philosophical_p0_seed7_none,philosophical,none,4608
561,philosophical_p0_seed7_none,philosophical,none,4864
562,philosophical_p0_seed7_none,philosophical,none,5120
563,philosophical_p0_seed7_none,philosophical,none,5376
564,philosophical_p0_seed7_none,philosophical,none,5632
565,philosophical_p0_seed7_none,philosophical,none,5888
566,philosophical_p0_seed7_none,philosophical,none,6144
567,philosophical_p0_seed7_none,philosophical,none,6400
568,philosophical_p0_seed7_none,philosophical,none,6656
569,philosophical_p0_seed7_none,philosophical,none,6912
570,philosophical_p0_seed7_none,philosophical,none,7168
571,philosophical_p0_seed7_none,philosophical,none,7424
572,philosophical_p0_seed7_none,philosophical,none,7680
573,philosophical_p0_seed7_none,philosophical,none,7936
574,philosophical_p0_seed7_none,philosophical,none,8192
575,philosophical_p0_seed7_none,philosophical,none,8448
576,philosophical_p0_seed7_none,philosophical,none,8704
577,philosophical_p0_seed7_none,philosophical,none,8960
578,philosophical_p0_seed7_none,philosophical,none,9216
579,philosophical_p0_seed7_none,philosophical,none,9472
580,philosophical_p0_seed7_none,philosophical,none,9728
581,philosophical_p0_seed7_none,philosophical,none,9984
582,philosophical_p0_seed7_none,philosophical,none,10000
583,philosophical_p0_seed99_none,philosophical,none,32
584,philosophical_p0_seed99_none,philosophical,none,48
585,philosophical_p0_seed99_none,philosophical,none,64
586,philosophical_p0_seed99_none,philosophical,none,80
587,philosophical_p0_seed99_none,philosophical,none,96
588,philosophical_p0_seed99_none,philosophical,none,112
589,philosophical_p0_seed99_none,philosophical,none,128
590,philosophical_p0_seed99_none,philosophical,none,160
591,philosophical_p0_seed99_none,philosophical,none,192
592,philosophical_p0_seed99_none,philosophical,none,224
