step,token_id,token_text,entropy,fisher_trace,fisher_mean,fisher_std,temp_before,temp_after,action
51,9134,Fin,2.81019473,441.01902715,418.49398804,21.96254158,1.0000,1.0000,up
52,1933,land,0.00110909,443.10928861,419.61288452,22.06167793,1.0000,1.0000,up
53,271,"

",1.44560337,443.85327063,420.66677856,22.13578415,1.0000,1.0000,up
54,785,The,3.80937719,404.11872657,419.97729492,21.92056465,1.0000,1.0000,hold
55,1973, order,3.06686497,414.94179623,419.77590942,21.50033379,1.0000,1.0000,hold
56,25963, reflects,2.60392714,395.56391791,418.84469604,21.59084702,1.0000,0.4000,down
57,279, the,0.00038755,413.68721503,418.65365601,21.20962143,0.4000,0.4000,hold
58,9812, EU,0.69033414,442.27134251,419.49713135,21.28360367,0.4000,1.0000,up
59,594,'s,0.33812559,398.63149536,418.77764893,21.25715446,1.0000,1.0000,hold
60,4462, member,0.69925517,412.27256475,418.56082153,20.93246078,1.0000,1.0000,hold
61,5302, states,0.02671490,411.46692889,418.33197021,20.63018227,1.0000,1.0000,hold
62,6,',0.09121674,411.50162035,418.11849976,20.34002495,1.0000,1.0000,hold
63,83298, alphabetical,0.01920523,408.10823498,417.81515503,20.10284233,1.0000,1.0000,hold
64,1973, order,0.02542866,362.60493307,416.19131470,21.89186096,1.0000,0.4000,down
65,13,.,0.12436531,427.59733458,416.51721191,21.66036606,0.4000,0.4000,hold
66,9856, Germany,0.68738300,424.01618220,416.72552490,21.39293289,0.4000,0.4000,hold
67,11,",",0.48023927,453.15628103,417.71014404,21.91322136,0.4000,1.0000,up
68,9625, France,0.65523738,456.07995567,418.71987915,22.47835350,1.0000,1.0000,up
69,11,",",0.01674041,439.66544474,419.25692749,22.43393135,1.0000,1.0000,hold
70,15344, Italy,0.04867551,436.01109361,419.67578125,22.30563545,1.0000,1.0000,hold
71,11,",",0.02558411,440.26689942,420.17797852,22.25972366,1.0000,1.0000,hold
72,17689, Spain,0.03460222,440.93726430,420.67224121,22.21967888,1.0000,1.0000,hold
73,11,",",0.02426700,431.52209641,420.92456055,22.02058983,1.0000,1.0000,hold
74,33311, Portugal,0.03166524,442.53424065,421.41571045,22.00585556,1.0000,1.0000,hold
75,11,",",0.03563301,424.71463478,421.48901367,21.76540375,1.0000,1.0000,hold
76,23190, Sweden,0.13527688,405.19900986,421.13488770,21.65820122,1.0000,1.0000,hold
77,11,",",0.00489467,411.11070587,420.92156982,21.47533035,1.0000,1.0000,hold
78,31503, Norway,0.01628504,391.75363878,420.31396484,21.65494919,1.0000,0.4000,down
79,11,",",0.00000420,429.77374569,420.50701904,21.47453499,0.4000,0.4000,hold
80,34340, Denmark,0.00000421,403.17826555,420.16046143,21.39668655,0.4000,0.4000,hold
81,11,",",0.00000436,437.66401804,420.50366211,21.32442093,0.4000,0.4000,hold
82,64871, Luxembourg,0.00002796,433.57075436,420.75494385,21.19449425,0.4000,0.4000,hold
83,11,",",0.00000431,488.88916591,422.04049683,22.94925690,0.4000,1.0000,up
84,33150, Czech,0.61062217,426.83190671,422.12924194,22.74494553,1.0000,1.0000,hold
85,5429, Republic,0.00375197,421.28003600,422.11376953,22.53750992,1.0000,1.0000,hold
86,11,",",0.00715506,370.00584135,421.18328857,23.37711716,1.0000,0.4000,down
87,42776, Hungary,0.00000435,437.04848371,421.46157837,23.26457596,0.4000,0.4000,hold
88,11,",",0.00000420,395.93587683,421.02151489,23.30126381,0.4000,0.4000,down
89,27602, Poland,0.00000420,393.37204263,420.55285645,23.37700272,0.4000,0.4000,down
90,11,",",0.00000425,439.20141666,420.86367798,23.30398560,0.4000,0.4000,hold
91,34898, Austria,0.00000420,426.50800426,420.95620728,23.12329102,0.4000,0.4000,hold
92,11,",",0.00000420,448.93113396,421.40740967,23.20520401,0.4000,1.0000,up
93,32961, Belgium,0.06352960,410.15423169,421.22879028,23.06322479,1.0000,1.0000,hold
94,11,",",0.00796298,442.70555700,421.56439209,23.03683281,1.0000,1.0000,hold
95,36255, Finland,0.10473261,413.71971701,421.44369507,22.87932014,1.0000,1.0000,hold
96,11,",",1.79386580,426.68048628,421.52301025,22.71434021,1.0000,1.0000,hold
97,323, and,2.01869988,413.49624819,421.40322876,22.56519127,1.0000,1.0000,hold
98,279, the,2.87634659,426.68048628,421.48086548,22.40766335,1.0000,1.0000,hold
99,2732, rest,2.38625693,440.48900803,421.75634766,22.36038971,1.0000,1.0000,hold
100,315, of,1.94641399,518.79258085,423.14257812,25.00874901,1.0000,1.0000,up
101,279, the,0.46608976,458.52635997,423.64089966,25.17963791,1.0000,1.0000,up
102,9812, EU,1.87378192,474.81720261,424.35171509,25.71144485,1.0000,1.0000,up
103,4462, member,1.54230499,453.38233678,424.74942017,25.75673103,1.0000,1.0000,up
104,5302, states,0.07793215,428.76444756,424.80364990,25.58630753,1.0000,1.0000,hold
105,13,.,2.28922081,422.10510105,424.76766968,25.41704559,1.0000,1.0000,hold
106,576, The,3.73320627,451.71863128,425.12231445,25.43535614,1.0000,1.0000,up
107,5837, countries,2.38557243,439.47030458,425.30865479,25.32181168,1.0000,1.0000,hold
108,10007, listed,1.68569386,413.95860394,425.16311646,25.19135094,1.0000,1.0000,hold
109,1795, follow,2.02968836,432.39440959,425.25463867,25.04445457,1.0000,1.0000,hold
110,279, the,1.71019578,413.38826620,425.10629272,24.92233086,1.0000,1.0000,hold
111,83298, alphabetical,1.77870846,412.61984377,424.95214844,24.80635834,1.0000,1.0000,hold
112,1973, order,0.25812742,402.79165062,424.68191528,24.77432060,1.0000,1.0000,hold
113,315, of,1.29716575,399.77446789,424.38183594,24.77411079,1.0000,1.0000,hold
114,279, the,1.16870141,424.93942814,424.38842773,24.62627792,1.0000,1.0000,hold
115,9812, EU,1.21330452,423.61800293,424.37942505,24.48113060,1.0000,1.0000,hold
116,4462, member,0.88634992,507.02355725,425.34039307,25.90082359,1.0000,1.0000,up
117,5302, states,0.05577736,426.53675262,425.35412598,25.75185394,1.0000,1.0000,hold
118,13,.,1.37078714,413.50641331,425.21945190,25.63589287,1.0000,1.0000,hold
119,7036, Note,3.45737481,401.14021725,424.94891357,25.61750031,1.0000,1.0000,hold
120,429, that,0.22875476,389.23972069,424.55218506,25.74831009,1.0000,0.4000,down
121,279, the,1.21261191,381.63128261,424.08053589,25.99445152,0.4000,0.4000,down
122,1973, order,0.34987038,364.07572046,423.42831421,26.59094048,0.4000,0.4000,down
123,1231, may,1.31072414,363.90062371,422.78820801,27.15083885,0.4000,0.4000,down
124,13289, vary,0.84238476,383.49380771,422.37017822,27.30525780,0.4000,0.4000,down
125,10078, slightly,0.05205765,381.34655946,421.93832397,27.48195076,0.4000,0.4000,down
126,11649, depending,0.05068766,381.34655946,421.51550293,27.64733315,0.4000,0.4000,down
127,389, on,0.00000424,398.76513451,421.28097534,27.60028458,0.4000,0.4000,hold
128,279, the,0.00187920,437.14025891,421.44281006,27.50532341,0.4000,0.4000,hold
129,2530, source,0.22262292,445.21553899,421.68289185,27.46910667,0.4000,0.4000,hold
130,476, or,0.74194330,412.96581601,421.59573364,27.34517479,0.4000,0.4000,hold
131,279, the,0.90068650,372.78116603,421.11242676,27.63537979,0.4000,0.4000,down
132,3151, specific,0.30473173,371.57824254,420.62680054,27.92930794,0.4000,0.4000,down
133,2266, context,0.76357090,373.11365963,420.16552734,28.18115807,0.4000,0.4000,down
134,304, in,0.76972824,427.01243810,420.23138428,28.05330276,0.4000,0.4000,hold
135,892, which,0.00010966,437.75395674,420.39825439,27.97121811,0.4000,0.4000,hold
136,279, the,0.39011464,426.74136311,420.45809937,27.84571648,0.4000,0.4000,hold
137,1140, list,0.15163860,411.17982881,420.37139893,27.72966576,0.4000,0.4000,hold
138,374, is,0.00005700,398.33429028,420.16732788,27.68157578,0.4000,0.4000,hold
139,1660, being,0.45231891,415.17192953,420.12149048,27.55841827,0.4000,0.4000,hold
140,1483, used,0.24944945,448.29771506,420.37762451,27.56290817,0.4000,1.0000,up
141,13,.,0.23206837,396.84310908,420.16561890,27.52843094,1.0000,1.0000,hold
142,576, The,3.93180990,381.59135860,419.82122803,27.64444160,1.0000,0.4000,down
143,1140, list,0.77173162,373.91476152,419.41494751,27.85564041,0.4000,0.4000,down
144,3897, provided,1.28506351,381.78332707,419.08483887,27.95431137,0.4000,0.4000,down
145,374, is,0.22667292,371.68850124,418.67269897,28.17822838,0.4000,0.4000,down
146,3118, based,1.30334067,382.27471614,418.35891724,28.25756454,0.4000,0.4000,down
147,389, on,0.00000740,365.12788880,417.90399170,28.56005287,0.4000,0.4000,down
148,279, the,0.01422922,331.30337112,417.17007446,29.52595329,0.4000,0.4000,down
149,83298, alphabetical,0.69751728,357.50476288,416.66867065,29.90184212,0.4000,0.4000,down
150,1973, order,0.00000971,379.67181484,416.36038208,29.96632385,0.4000,0.4000,down
151,315, of,0.00167343,384.89087161,416.10031128,29.97792625,0.4000,0.4000,down
152,279, the,0.00913935,384.10891194,415.83807373,29.99383354,0.4000,0.4000,down
153,9812, EU,0.00811647,420.09393759,415.87268066,29.87410355,0.4000,0.4000,hold
154,4462, member,0.00029777,354.75151444,415.37979126,30.25143242,0.4000,0.4000,down
155,5302, states,0.00000425,354.64994446,414.89395142,30.61203766,0.4000,0.4000,down
156,13,.,0.71877116,353.56804016,414.40719604,30.97209740,0.4000,0.4000,down
157,576, The,0.41127342,340.02430607,413.82153320,31.54266930,0.4000,0.4000,down
158,1973, order,0.58974689,354.22198739,413.35589600,31.85437202,0.4000,0.4000,down
159,25963, reflects,0.98535615,334.55046028,412.74496460,32.47466278,0.4000,0.4000,down
160,279, the,0.00008858,341.05876163,412.19357300,32.95022583,0.4000,0.4000,down
161,9812, EU,0.00494390,347.89301748,411.70269775,33.29790115,0.4000,0.4000,down
162,594,'s,0.00133023,346.68106396,411.21011353,33.64723969,0.4000,0.4000,down
163,4462, member,0.00023976,400.02688272,411.12606812,33.53442764,0.4000,0.4000,hold
164,5302, states,0.00000425,402.23712559,411.05969238,33.41781998,0.4000,0.4000,hold
165,6,',0.00000620,338.86469595,410.52493286,33.86444855,0.4000,0.4000,down
166,83298, alphabetical,0.00001385,349.85415629,410.07882690,34.13554382,0.4000,0.4000,down
167,1973, order,0.00000420,370.12857650,409.78717041,34.18032455,0.4000,0.4000,down
168,13,.,0.00272004,354.36650729,409.38558960,34.37912750,0.4000,0.4000,down
169,9856, Germany,0.00833355,386.12803329,409.21826172,34.31158447,0.4000,0.4000,hold
170,11,",",0.00000604,395.49302287,409.12023926,34.20835495,0.4000,0.4000,hold
171,9625, France,0.00000483,353.22609968,408.72381592,34.40802383,0.4000,0.4000,down
172,11,",",0.00000420,382.80168230,408.54125977,34.35511017,0.4000,0.4000,hold
173,15344, Italy,0.00000420,370.91541434,408.27813721,34.37805557,0.4000,0.4000,down
174,11,",",0.00000420,395.97001937,408.19271851,34.27372360,0.4000,0.4000,hold
175,17689, Spain,0.00000425,431.80781239,408.35559082,34.21120071,0.4000,0.4000,hold
176,11,",",0.00000420,377.15775133,408.14190674,34.19079971,0.4000,0.4000,hold
177,33311, Portugal,0.00000421,381.68598500,407.96194458,34.14362717,0.4000,0.4000,hold
178,11,",",0.00000420,425.53982435,408.08071899,34.05853653,0.4000,0.4000,hold
179,23190, Sweden,0.00002454,385.34744189,407.92810059,33.99476242,0.4000,0.4000,hold
180,11,",",0.00000420,444.14639660,408.16958618,34.00920868,0.4000,1.0000,up
181,31503, Norway,0.00010404,411.40848981,408.19100952,33.89742661,1.0000,1.0000,hold
182,11,",",0.00068061,427.77882875,408.31988525,33.82283020,1.0000,1.0000,hold
183,34340, Denmark,0.00017060,444.03983215,408.55334473,33.83477020,1.0000,1.0000,up
184,11,",",0.00154127,438.01726757,408.74465942,33.80766678,1.0000,1.0000,hold
185,64871, Luxembourg,0.00030574,427.78271370,408.86749268,33.73288727,1.0000,1.0000,hold
186,11,",",0.00210339,443.43006957,409.08905029,33.73754501,1.0000,1.0000,up
187,33150, Czech,0.01297590,441.35549869,409.29458618,33.72775269,1.0000,1.0000,hold
188,5429, Republic,0.00120808,442.33100974,409.50366211,33.72277451,1.0000,1.0000,hold
189,11,",",0.00201806,425.55636354,409.60461426,33.64050293,1.0000,1.0000,hold
190,42776, Hungary,0.00162537,412.53370048,409.62289429,33.53600693,1.0000,1.0000,hold
191,11,",",0.00134511,428.44770704,409.73980713,33.46439362,1.0000,1.0000,hold
192,27602, Poland,0.00055212,456.99581426,410.03152466,33.56564713,1.0000,1.0000,up
193,11,",",0.00115044,426.55648094,410.13290405,33.48739624,1.0000,1.0000,hold
194,34898, Austria,0.00042260,443.48031296,410.33627319,33.48592758,1.0000,1.0000,hold
195,11,",",0.00097362,448.17058880,410.56552124,33.51319504,1.0000,1.0000,up
196,32961, Belgium,0.00733501,419.54095056,410.61962891,33.41931534,1.0000,1.0000,hold
197,11,",",0.00639972,439.39700476,410.79196167,33.39299774,1.0000,1.0000,hold
198,36255, Finland,0.03751437,432.39717778,410.92056274,33.33491898,1.0000,1.0000,hold
199,11,",",0.42000702,405.85699076,410.89056396,33.23841476,1.0000,1.0000,hold
200,323, and,0.12545896,409.76282410,410.88397217,33.14062500,1.0000,1.0000,hold
201,279, the,0.02562771,431.86672180,411.00668335,33.08228683,1.0000,1.0000,hold
202,2732, rest,0.01061875,452.15671304,411.24591064,33.13400650,1.0000,1.0000,up
203,315, of,0.00395837,482.58890151,411.65829468,33.47786331,1.0000,1.0000,up
204,279, the,0.00161547,418.83909240,411.69958496,33.38593674,1.0000,1.0000,hold
205,9812, EU,0.00129310,395.79979429,411.60870361,33.31197739,1.0000,1.0000,hold
206,4462, member,0.00156456,424.55105437,411.68225098,33.23144531,1.0000,1.0000,hold
207,5302, states,0.00719660,401.07871559,411.62234497,33.14696884,1.0000,1.0000,hold
208,13,.,0.24289700,426.93927908,411.70840454,33.07354736,1.0000,1.0000,hold
209,576, The,0.34050795,436.50448218,411.84692383,33.03277588,1.0000,1.0000,hold
210,5837, countries,0.28093839,401.74834664,411.79083252,32.94944382,1.0000,1.0000,hold
211,10007, listed,0.00422555,354.07316618,411.47195435,33.13564682,1.0000,0.4000,down
212,1795, follow,0.00000467,350.84849703,411.13885498,33.34697342,0.4000,0.4000,down
213,279, the,0.00000425,334.52213716,410.72021484,33.73197174,0.4000,0.4000,down
214,83298, alphabetical,0.00000420,364.91540307,410.47122192,33.80832291,0.4000,0.4000,down
215,1973, order,0.00000420,393.86194707,410.38140869,33.73881149,0.4000,0.4000,hold
216,315, of,0.00000420,473.18844630,410.71908569,33.95999908,0.4000,1.0000,up
217,279, the,0.00306710,396.79302882,410.64462280,33.88430023,1.0000,1.0000,hold
218,9812, EU,0.00088215,385.91210416,410.51309204,33.84191132,1.0000,1.0000,hold
219,4462, member,0.00105597,425.94697361,410.59475708,33.77083206,1.0000,1.0000,hold
220,5302, states,0.00193697,406.12996005,410.57122803,33.68339157,1.0000,1.0000,hold
221,13,.,0.07671221,398.29866685,410.50698853,33.60677338,1.0000,1.0000,hold
222,7036, Note,0.43808413,389.50974835,410.39761353,33.55319977,1.0000,1.0000,hold
223,429, that,0.00139030,366.47169657,410.17010498,33.61442566,1.0000,0.4000,down
224,279, the,0.00000420,354.47919302,409.88296509,33.76403046,0.4000,0.4000,down
225,1973, order,0.00000420,373.11604234,409.69445801,33.77958298,0.4000,0.4000,down
226,1231, may,0.00000420,357.44920460,409.42785645,33.89828491,0.4000,0.4000,down
227,13289, vary,0.00000420,398.06977288,409.37023926,33.82177353,0.4000,0.4000,hold
228,10078, slightly,0.00000420,402.88191934,409.33743286,33.73939133,0.4000,0.4000,hold
229,11649, depending,0.00000420,409.70500159,409.33926392,33.65452194,0.4000,0.4000,hold
230,389, on,0.00000420,387.67271476,409.23092651,33.60504913,0.4000,0.4000,hold
231,279, the,0.00000420,388.51938366,409.12792969,33.55300903,0.4000,0.4000,hold
232,2530, source,0.00000427,389.88067358,409.03265381,33.49710464,0.4000,0.4000,hold
233,476, or,0.00000420,408.75699322,409.03128052,33.41450119,0.4000,0.4000,hold
234,279, the,0.00000420,381.62783685,408.89694214,33.38740540,0.4000,0.4000,hold
235,3151, specific,0.00000420,424.53056647,408.97320557,33.32368088,0.4000,0.4000,hold
236,2266, context,0.00000420,408.95898450,408.97314453,33.24269867,0.4000,0.4000,hold
237,304, in,0.00000420,405.62628430,408.95697021,33.16311646,0.4000,0.4000,hold
238,892, which,0.00000420,389.36892889,408.86279297,33.11103439,0.4000,0.4000,hold
239,279, the,0.00000420,384.86018712,408.74795532,33.07322693,0.4000,0.4000,hold
240,1140, list,0.00000420,337.11363850,408.40679932,33.36088943,0.4000,0.4000,down
241,374, is,0.00000420,380.40552003,408.27410889,33.33725739,0.4000,0.4000,hold
242,1660, being,0.00000420,380.37438118,408.14251709,33.31343079,0.4000,0.4000,hold
243,1483, used,0.00000420,356.44070170,407.89978027,33.42252350,0.4000,0.4000,down
244,13,.,0.00003669,377.95602980,407.75985718,33.40681839,0.4000,0.4000,hold
245,576, The,0.00009264,418.12609759,407.80807495,33.33650208,0.4000,0.4000,hold
246,1140, list,0.00000471,366.10715580,407.61502075,33.37949753,0.4000,0.4000,down
247,3897, provided,0.00000450,403.15775735,407.59451294,33.30386353,0.4000,0.4000,hold
248,374, is,0.00000420,365.61423887,407.40191650,33.34826279,0.4000,0.4000,down
249,3118, based,0.00000420,392.95879173,407.33596802,33.28628159,0.4000,0.4000,hold
250,389, on,0.00000420,401.60766339,407.30993652,33.21278000,0.4000,0.4000,hold
251,279, the,0.00000421,409.04537165,407.31777954,33.13776016,0.4000,0.4000,hold
252,83298, alphabetical,0.00000420,434.37700298,407.43966675,33.11265564,0.4000,0.4000,hold
253,1973, order,0.00000420,362.93079625,407.24008179,33.17189789,0.4000,0.4000,down
254,315, of,0.00000420,348.13396565,406.97622681,33.33150101,0.4000,0.4000,down
255,279, the,0.00000420,343.56398467,406.69436646,33.52377319,0.4000,0.4000,down
