turn,step,phase,token_id,fisher_value
0,158,gen,4445,1.3115415919211604
0,159,gen,315,1.3164710729352889
0,160,gen,49819,1.3149661171820857
0,161,gen,11,1.329914269908782
0,162,gen,438,1.3215765991518575
0,163,gen,279,1.315617826677138
0,164,gen,12305,1.3279261358322636
0,165,gen,748,1.3221101722409647
0,166,gen,25092,1.29984490717611
0,167,gen,10067,1.3019051821001115
0,168,gen,369,1.32912681564208
0,169,gen,11929,1.321533533834642
0,170,gen,315,1.3135719260861796
0,171,gen,4650,1.316139651883033
0,172,gen,13,1.3119078374678088
0,173,gen,17375,1.3331009149551392
0,174,gen,11,1.3626199633844438
0,175,gen,432,1.3479505162085257
0,176,gen,11465,1.3453305786655796
0,177,gen,518,1.3511307489487432
0,178,gen,264,1.3413648874528947
0,179,gen,8699,1.323958081583823
0,180,gen,12922,1.3226518477163007
0,181,gen,11,1.3356346853317753
0,182,gen,264,1.359533800232795
0,183,gen,1992,1.3490105079066368
0,184,gen,3881,1.3348024333676984
0,185,gen,369,1.3384554251547782
0,186,gen,1181,1.3241819700887125
0,187,gen,56092,1.2967740931818563
0,188,gen,13143,1.3023487464074166
0,189,gen,323,1.3204395424935125
0,190,gen,9080,1.3204530477523804
0,191,gen,3840,1.3466644075609022
0,192,gen,382,1.3435551524162292
1,193,prefill_end,-1,1.3757300280755567
1,194,gen,785,1.3757300280755567
1,195,gen,31805,1.3683980164989349
1,196,gen,315,1.3881499344302761
1,197,gen,264,1.385210229504493
1,198,gen,729,1.37061773192498
1,199,gen,518,1.3627046308209818
1,200,gen,264,1.3932263005164363
1,201,gen,1459,1.3851478561278312
1,202,gen,374,1.3917688438969273
1,203,gen,279,1.4114096356976418
1,204,gen,30232,1.3783524420953566
1,205,gen,315,1.3814112870923934
1,206,gen,279,1.394307219213055
1,207,gen,68660,1.4039060300396335
1,208,gen,1555,1.4304956466920915
1,209,gen,311,1.4432237552058311
1,210,gen,279,1.470653070557502
1,211,gen,729,1.4562435515465275
1,212,gen,518,1.4615041498214967
1,213,gen,429,1.4737828335454386
1,214,gen,1459,1.4866903578081438
1,215,gen,13,1.4923672656859122
1,216,gen,151645,1.4941498521835572
2,217,prefill_end,-1,1.4784350549021075
2,218,gen,22232,1.4784350549021075
2,219,gen,3746,1.4974018373797018
2,220,gen,259,1.5024341267924155
2,221,gen,3341,1.5200506833291823
2,222,gen,525,1.5166126297366234
2,223,gen,2598,1.5113389184398036
2,224,gen,330,1.4875702704152753
2,225,gen,29223,1.4560877161641275
2,226,gen,259,1.509190890096849
2,227,gen,3341,1.5515920327555748
2,228,gen,1189,1.5551932492563803
2,229,gen,151645,1.5917208713869895
3,230,prefill_end,-1,1.5792667212024811
3,231,gen,20629,1.5792667212024811
3,232,gen,279,1.5831578816137006
3,233,gen,8059,1.551839909245891
3,234,gen,323,1.5673981289709769
3,235,gen,279,1.5806113866067701
3,236,gen,17330,1.5515791350795376
3,237,gen,16792,1.5775074862664746
3,238,gen,311,1.5818362332159472
3,239,gen,279,1.5692256208389037
3,240,gen,259,1.5552141301093563
3,241,gen,3341,1.5400738543079746
3,242,gen,389,1.548483177538841
3,243,gen,9237,1.5694716457397706
3,244,gen,13,1.5896159621977037
3,245,gen,576,1.5927702092355298
3,246,gen,8059,1.5626799848771864
3,247,gen,594,1.5734849610636312
3,248,gen,69919,1.5789888385803468
3,249,gen,6815,1.5895066434337246
3,250,gen,646,1.6071380915180329
3,251,gen,7802,1.6122108659436625
3,252,gen,279,1.595735457635695
3,253,gen,259,1.5715894545278242
3,254,gen,3341,1.578126961185086
3,255,gen,11,1.575537823861645
3,256,gen,714,1.611039477009927
3,257,gen,279,1.6067009125986407
3,258,gen,17330,1.5483385093750492
3,259,gen,594,1.542902958008551
3,260,gen,69919,1.5322996800945652
3,261,gen,6815,1.5157232630637385
3,262,gen,374,1.536112456552444
3,263,gen,1753,1.5256321218705946
3,264,gen,16245,1.5354316984453509
3,265,gen,323,1.5234453120539266
3,266,gen,11137,1.5106333436504487
3,267,gen,279,1.5305233809255785
3,268,gen,1429,1.5057641825368326
3,269,gen,42326,1.4842752237473764
3,270,gen,85459,1.493727970507837
3,271,gen,8437,1.5558431244665576
3,272,gen,13,1.5723074309287532
3,273,gen,576,1.5769685256865718
3,274,gen,8059,1.536950461326107
3,275,gen,594,1.5405146460379324
3,276,gen,23249,1.5309994259188253
3,277,gen,14056,1.5561657644087268
3,278,gen,304,1.553931551594888
3,279,gen,31446,1.5431459949862572
3,280,gen,448,1.5326338698787074
3,281,gen,279,1.5220801291927215
3,282,gen,17330,1.5014414883429004
3,283,gen,594,1.5220133931406084
3,284,gen,23249,1.5381018173310064
3,285,gen,311,1.5388698635562774
3,286,gen,1855,1.5458887988521206
3,287,gen,279,1.5151099255008083
3,288,gen,259,1.5052912658260715
3,289,gen,3341,1.5211261741576656
3,290,gen,582,1.4992621137249855
3,291,gen,1490,1.5210798171258741
3,292,gen,13,1.4992999338334607
3,293,gen,151645,1.5190469564930085
