turn,step,phase,token_id,fisher_value
0,57,gen,315,1.4651088464644648
0,58,gen,279,1.4899773155489275
0,59,gen,9396,1.4636665813384517
0,60,gen,13,1.458582793512652
0,61,gen,1988,1.4837297931794198
0,62,gen,438,1.4710640791923768
0,63,gen,566,1.4611071771191013
0,64,gen,6519,1.4586606333332677
0,65,gen,311,1.475558127126386
0,66,gen,1401,1.462477607111777
0,67,gen,518,1.4672154380429177
0,68,gen,279,1.4460300649366071
0,69,gen,21271,1.4311239700163565
0,70,gen,304,1.43742181985609
0,71,gen,279,1.4376784351564222
0,72,gen,6010,1.4355907497867462
0,73,gen,11,1.4314614553605356
0,74,gen,566,1.431740535843757
0,75,gen,13686,1.4196642175797494
0,76,gen,2494,1.426584489883915
0,77,gen,14888,1.4145179794680687
0,78,gen,13,1.3991434727945635
0,79,gen,2619,1.423198559591847
0,80,gen,572,1.442062674030181
0,81,gen,264,1.4012127941654575
0,82,gen,2613,1.370575943300801
0,83,gen,11,1.3687430043374338
0,84,gen,650,1.3556651376908826
0,85,gen,46362,1.3754927689029324
0,86,gen,34398,1.4181593521948783
0,87,gen,15700,1.4177796206166666
0,88,gen,311,1.4268069940228616
0,89,gen,279,1.4093446481612422
0,90,gen,9956,1.409841827807888
0,91,gen,8960,1.4305424863292324
0,92,gen,389,1.4289078923963732
0,93,gen,279,1.450047694867657
0,94,gen,7002,1.4343071464569337
0,95,gen,13,1.4514449046504112
0,96,gen,12886,1.4560855454014194
0,97,gen,32179,1.4817517169060246
0,98,gen,281,1.484087134561231
0,99,gen,5011,1.519332770378359
0,100,gen,291,1.5614918893383396
0,101,gen,11,1.5489514989237632
0,102,gen,566,1.5426169672319967
0,103,gen,12771,1.5461748530787807
0,104,gen,432,1.5497468325399584
0,105,gen,705,1.5473998323563607
0,106,gen,323,1.5594570117612039
0,107,gen,15025,1.5549992611331325
0,108,gen,56289,1.5736256395616839
0,109,gen,432,1.5729951647020155
0,110,gen,382,1.567066252231598
0,111,gen,24480,1.577609379445353
0,112,gen,572,1.6188663244247437
0,113,gen,264,1.6366126902641789
0,114,gen,4285,1.6274032842728399
0,115,gen,6524,1.643150016184776
0,116,gen,11,1.6621683201482218
0,117,gen,1181,1.6364629403237374
0,118,gen,34398,1.6115571933407937
0,119,gen,19460,1.5901691971286651
0,120,gen,2409,1.6344008388057831
0,121,gen,3322,1.6783172930440595
0,122,gen,311,1.6515457899339738
0,123,gen,3331,1.6270463774281163
0,124,gen,894,1.6053172926748953
0,125,gen,5567,1.6214628642605198
0,126,gen,13,1.631030628758092
0,127,gen,576,1.6359672200295232
0,128,gen,91709,1.6029890948726284
0,129,gen,572,1.623317216673205
0,130,gen,28485,1.5984381610347378
0,131,gen,323,1.5841283125262107
0,132,gen,23415,1.5862107334598419
0,133,gen,11,1.5917420060403886
0,134,gen,323,1.6067017912864685
0,135,gen,279,1.576002905445714
0,136,gen,4646,1.5593677759170532
0,137,gen,594,1.5737818210355696
0,138,gen,829,1.5831752284880607
0,139,gen,572,1.563351685001004
0,140,gen,9355,1.5520809100520225
0,141,gen,9434,1.5555703543847608
0,142,gen,25,1.5356553350725481
0,143,gen,330,1.527276021818961
0,144,gen,1249,1.5140243884055846
0,145,gen,279,1.5350592097928446
0,146,gen,81627,1.5132137094774554
0,147,gen,315,1.4995180656833034
0,148,gen,279,1.492639701212606
0,149,gen,444,1.4817970202815147
0,150,gen,57909,1.4792743825143384
0,151,gen,1189,1.4441761797474277
0,152,gen,4710,1.43898340002183
0,153,gen,12275,1.4150127095560874
0,154,gen,13,1.4299542403990222
0,155,gen,44136,1.4155736334862248
0,156,gen,6476,1.4169803338666116
0,157,gen,264,1.4072880687252167
0,158,gen,36301,1.365500844294025
0,159,gen,1598,1.3927710402396418
0,160,gen,1495,1.3941562021932294
0,161,gen,806,1.3945669781777166
0,162,gen,34676,1.3909802090737127
0,163,gen,438,1.4110744345572688
0,164,gen,566,1.4001549174708705
0,165,gen,1349,1.3789329586490509
0,166,gen,279,1.4064226458149571
0,167,gen,4244,1.4116616172175254
0,168,gen,25,1.3920406910680956
0,169,gen,330,1.3891834674342987
0,170,gen,5501,1.3778012375677786
0,171,gen,1477,1.4004779150409083
0,172,gen,752,1.4126147897012773
0,173,gen,518,1.4214535470931762
0,174,gen,279,1.409914114782887
0,175,gen,2310,1.4088386316453256
0,176,gen,8817,1.4168612707045771
0,177,gen,389,1.4488782613508162
0,178,gen,279,1.4438776393090524
0,179,gen,70233,1.441885467498533
0,180,gen,315,1.4659410445920882
0,181,gen,6290,1.4526514891655213
0,182,gen,13,1.4679254754897086
0,183,gen,358,1.465116358572437
0,184,gen,614,1.4762910277612749
0,185,gen,3669,1.455983131162582
0,186,gen,429,1.4945710339853842
0,187,gen,686,1.489504623797632
0,188,gen,2297,1.4777523721418073
0,189,gen,697,1.497033909443886
0,190,gen,2272,1.483820536444264
0,191,gen,2217,1.471169650554657
0,192,gen,623,1.4967233807809892
1,193,prefill_end,-1,1.5049268526415671
1,194,gen,785,1.5049268526415671
1,195,gen,6524,1.480843488247164
1,196,gen,11,1.490173174488929
1,197,gen,20068,1.475250321049844
1,198,gen,311,1.501664403946169
1,199,gen,279,1.5079756821355512
1,200,gen,81627,1.4916459744976414
1,201,gen,315,1.5039035812500985
1,202,gen,279,1.4821394989567418
1,203,gen,444,1.4502445574729674
1,204,gen,57909,1.4465095843038251
1,205,gen,11,1.445112778294471
1,206,gen,33845,1.456943113957682
1,207,gen,264,1.438115241066102
1,208,gen,6438,1.4080019247147344
1,209,gen,518,1.401063201888915
1,210,gen,279,1.4100721555371438
1,211,gen,2310,1.3785688646378056
1,212,gen,8817,1.3851218031298729
1,213,gen,13,1.3754152059555054
1,214,gen,1084,1.3612765727504608
1,215,gen,20992,1.361818532789907
1,216,gen,429,1.371008498053397
1,217,gen,279,1.3411696745503334
1,218,gen,4646,1.318319636006509
1,219,gen,702,1.3184123808337795
1,220,gen,8177,1.32223379611969
1,221,gen,6540,1.3292458095858175
1,222,gen,476,1.3317078467338317
1,223,gen,1995,1.3179788204931444
1,224,gen,429,1.3017681144898938
1,225,gen,1410,1.2855424034980036
1,226,gen,387,1.3013124389033164
1,227,gen,11406,1.2895850404616325
1,228,gen,421,1.3057644059581142
1,229,gen,304,1.296414602187372
1,230,gen,279,1.3054398913537302
1,231,gen,4969,1.3036835232088644
1,232,gen,6078,1.30778835281249
1,233,gen,13,1.3293136588988765
1,234,gen,151645,1.3600026638277116
2,235,prefill_end,-1,1.3411557885908312
2,236,gen,785,1.3411557885908312
2,237,gen,6524,1.3191843244337267
2,238,gen,572,1.3166936732107593
2,239,gen,5326,1.318535199088435
2,240,gen,553,1.3224485093547451
2,241,gen,4325,1.3074474892308634
2,242,gen,879,1.3050213763790746
2,243,gen,27783,1.304261822854319
2,244,gen,504,1.3173362055132467
2,245,gen,264,1.2983093819310587
2,246,gen,9343,1.27349212092738
2,247,gen,8284,1.289469768924098
2,248,gen,304,1.3037245850409231
2,249,gen,279,1.3246314217967372
2,250,gen,6149,1.3357612952109306
2,251,gen,315,1.3488219341924113
2,252,gen,279,1.3405243254476977
2,253,gen,22375,1.3152397774880933
2,254,gen,21575,1.3205011525461752
2,255,gen,13,1.3018843070153268
2,256,gen,576,1.3027647329914955
2,257,gen,1697,1.2880412474755318
2,258,gen,572,1.2899122911114846
2,259,gen,3208,1.294785414972613
2,260,gen,311,1.2804769931300994
2,261,gen,975,1.2607676329151276
2,262,gen,438,1.2610206142548592
2,263,gen,264,1.271917539258157
2,264,gen,326,1.2484794643617445
2,265,gen,57909,1.2476316171307718
2,266,gen,53416,1.2430167255863067
2,267,gen,11,1.2614425766852595
2,268,gen,714,1.2802288301529423
2,269,gen,5135,1.2765792031441965
2,270,gen,15043,1.2869773295617872
2,271,gen,429,1.3028639593432028
2,272,gen,862,1.2981933163058372
2,273,gen,6234,1.2908436098406393
2,274,gen,572,1.315250446719508
2,275,gen,911,1.3007299746236494
2,276,gen,311,1.3084183950578012
2,277,gen,387,1.3318304361835602
2,278,gen,11105,1.308399288885055
2,279,gen,13,1.2976279950910998
2,280,gen,576,1.2879890664931266
2,281,gen,6524,1.281352214274868
2,282,gen,572,1.2596166768381674
2,283,gen,5326,1.2533093056371134
2,284,gen,1101,1.2567645215219068
2,285,gen,2849,1.2498551549450043
2,286,gen,1573,1.2647324896627856
2,287,gen,279,1.2614861015350587
2,288,gen,8284,1.264433737724058
2,289,gen,572,1.2680332968311925
2,290,gen,311,1.2748919090917032
2,291,gen,387,1.2676699180756845
2,292,gen,18349,1.259689167622597
2,293,gen,553,1.260149811544726
2,294,gen,61475,1.2620562372669097
2,295,gen,11,1.292755788372409
2,296,gen,323,1.2978799881473664
2,297,gen,432,1.2710860756135756
2,298,gen,5230,1.2604021353106345
2,299,gen,264,1.25644237572147
2,300,gen,2415,1.2473204135894775
2,301,gen,315,1.2533168523542342
2,302,gen,279,1.2416140956263388
2,303,gen,8284,1.237459736485635
2,304,gen,323,1.2528786313149236
2,305,gen,264,1.259027861779736
2,306,gen,3119,1.2414538225819987
2,307,gen,311,1.2502664616031032
2,308,gen,3581,1.2387599772022617
2,309,gen,279,1.257287734939206
2,310,gen,13627,1.241938433339519
2,311,gen,13,1.25002493012336
2,312,gen,151645,1.2845370019635847
3,313,prefill_end,-1,1.283913295115194
3,314,gen,2121,1.283913295115194
3,315,gen,279,1.2910451831356171
3,316,gen,3729,1.2866998603267055
3,317,gen,6519,1.284333190610332
3,318,gen,311,1.302005660149359
3,319,gen,1899,1.291725762428776
3,320,gen,11,1.3262409452469117
3,321,gen,4392,1.335255863205079
3,322,gen,13,1.3407829519241088
3,323,gen,44136,1.3282426018868723
3,324,gen,20190,1.3490070412235875
3,325,gen,806,1.3470573617566017
3,326,gen,2513,1.3385612945402823
3,327,gen,323,1.3309182870772578
3,328,gen,2115,1.317974542417834
3,329,gen,279,1.3390601335033294
3,330,gen,326,1.3395965983790736
3,331,gen,57909,1.3462763909370667
3,332,gen,11,1.3532653374056662
3,333,gen,806,1.3500639488620143
3,334,gen,4746,1.3512583874887036
3,335,gen,8811,1.3723361626748116
3,336,gen,448,1.3715313730701324
3,337,gen,279,1.3531003902035375
3,338,gen,4680,1.348309326556421
3,339,gen,315,1.3464146564083714
3,340,gen,279,1.3404083424998867
3,341,gen,6234,1.3124537121865056
3,342,gen,566,1.3298911452293396
3,343,gen,1030,1.3214864173243124
3,344,gen,1101,1.2878450982032283
3,345,gen,9498,1.2891088204999124
3,346,gen,13,1.2978537563354737
3,347,gen,22315,1.3268685533154396
3,348,gen,2937,1.3353247873244747
3,349,gen,11,1.3044202673819758
3,350,gen,566,1.2946104561128924
3,351,gen,6094,1.257129394238995
3,352,gen,279,1.2502415122524384
3,353,gen,3364,1.2333638879560656
3,354,gen,315,1.2529518642733175
3,355,gen,279,1.2405823699889644
3,356,gen,6524,1.2183117078196617
3,357,gen,323,1.2257260814789803
3,358,gen,279,1.2266532413421138
3,359,gen,12449,1.215022990780492
3,360,gen,448,1.2191116271480438
3,361,gen,806,1.2616378722652313
3,362,gen,49751,1.2515657178817257
3,363,gen,11,1.2840456231947868
3,364,gen,12299,1.2826769428868448
3,365,gen,1495,1.301925947589259
3,366,gen,279,1.2959262940191454
3,367,gen,6540,1.2786232636820885
3,368,gen,429,1.2890098690986633
3,369,gen,7025,1.3061748973784908
3,370,gen,11,1.315159551558956
3,371,gen,1496,1.3045935938435216
3,372,gen,304,1.3337814404118447
3,373,gen,279,1.3224493592016158
3,374,gen,75969,1.2983703382553593
3,375,gen,315,1.328786338529279
3,376,gen,3039,1.3359790079055294
3,377,gen,11,1.3452616968462545
3,378,gen,1052,1.324487643857156
3,379,gen,374,1.2980006471756966
3,380,gen,264,1.2852891587441968
3,381,gen,2770,1.2829249059000323
3,382,gen,18982,1.3106750480590328
3,383,gen,315,1.3131922252716557
3,384,gen,3900,1.3231991990920036
3,385,gen,13,1.334730448261384
3,386,gen,151645,1.3677701450163318
