layer,regime_a,regime_b,cohens_d,cohens_d_std
10,creative,philosophical,0.1219,0.0861
10,factual,creative,0.0269,0.0332
10,factual,mathematical,0.0599,0.0265
10,factual,philosophical,0.1173,0.0952
10,mathematical,creative,0.0843,0.0958
10,mathematical,philosophical,0.1618,0.0637
11,creative,philosophical,0.1059,0.0902
11,factual,creative,0.1187,0.1008
11,factual,mathematical,0.1356,0.1072
11,factual,philosophical,0.1514,0.0896
11,mathematical,creative,0.1227,0.1239
11,mathematical,philosophical,0.1451,0.1105
12,creative,philosophical,0.146,0.0829
12,factual,creative,0.1324,0.0972
12,factual,mathematical,0.0733,0.0614
12,factual,philosophical,0.1217,0.082
12,mathematical,creative,0.1252,0.066
12,mathematical,philosophical,0.1353,0.0871
13,creative,philosophical,0.1017,0.1051
13,factual,creative,0.13,0.0741
13,factual,mathematical,0.1362,0.0935
13,factual,philosophical,0.1112,0.1037
13,mathematical,creative,0.1404,0.0624
13,mathematical,philosophical,0.1757,0.0815
14,creative,philosophical,0.1197,0.0976
14,factual,creative,0.1207,0.0642
14,factual,mathematical,0.174,0.075
14,factual,philosophical,0.1078,0.1025
14,mathematical,creative,0.0979,0.0765
14,mathematical,philosophical,0.2117,0.0463
15,creative,philosophical,0.0869,0.0849
15,factual,creative,0.1106,0.0575
15,factual,mathematical,0.1845,0.0983
15,factual,philosophical,0.0981,0.0822
15,mathematical,creative,0.1216,0.1026
15,mathematical,philosophical,0.1885,0.0957
16,creative,philosophical,0.1111,0.0932
16,factual,creative,0.1204,0.112
16,factual,mathematical,0.173,0.135
16,factual,philosophical,0.124,0.0722
16,mathematical,creative,0.0874,0.0518
16,mathematical,philosophical,0.1917,0.0607
17,creative,philosophical,0.1455,0.0956
17,factual,creative,0.1546,0.1052
17,factual,mathematical,0.1551,0.1596
17,factual,philosophical,0.0936,0.0785
17,mathematical,creative,0.142,0.0946
17,mathematical,philosophical,0.1981,0.1257
18,creative,philosophical,0.1487,0.1157
18,factual,creative,0.1605,0.1258
18,factual,mathematical,0.1578,0.1737
18,factual,philosophical,0.0974,0.0826
18,mathematical,creative,0.138,0.0911
18,mathematical,philosophical,0.2157,0.1328
19,creative,philosophical,0.1519,0.1258
19,factual,creative,0.1762,0.1295
19,factual,mathematical,0.1614,0.1977
19,factual,philosophical,0.1082,0.0827
19,mathematical,creative,0.1442,0.0818
19,mathematical,philosophical,0.2287,0.15
20,creative,philosophical,0.1387,0.1434
20,factual,creative,0.1655,0.1348
20,factual,mathematical,0.161,0.1948
20,factual,philosophical,0.1084,0.0837
20,mathematical,creative,0.1265,0.0839
20,mathematical,philosophical,0.2318,0.1528
21,creative,philosophical,0.1375,0.1372
21,factual,creative,0.1483,0.1272
21,factual,mathematical,0.1609,0.1911
21,factual,philosophical,0.1096,0.0822
21,mathematical,creative,0.1218,0.0721
21,mathematical,philosophical,0.2354,0.152
22,creative,philosophical,0.1386,0.1238
22,factual,creative,0.121,0.1201
22,factual,mathematical,0.1541,0.1824
22,factual,philosophical,0.1062,0.0902
22,mathematical,creative,0.1087,0.083
22,mathematical,philosophical,0.2177,0.1674
23,creative,philosophical,0.1427,0.1057
23,factual,creative,0.0929,0.1098
23,factual,mathematical,0.1505,0.1779
23,factual,philosophical,0.1065,0.0896
23,mathematical,creative,0.1049,0.0833
23,mathematical,philosophical,0.2152,0.1745
24,creative,philosophical,0.1558,0.0606
24,factual,creative,0.0621,0.0404
24,factual,mathematical,0.1399,0.1239
24,factual,philosophical,0.1149,0.0921
24,mathematical,creative,0.1338,0.0718
24,mathematical,philosophical,0.2178,0.1229
25,creative,philosophical,0.2079,0.1063
25,factual,creative,0.0948,0.0729
25,factual,mathematical,0.1957,0.1108
25,factual,philosophical,0.1525,0.1228
25,mathematical,creative,0.1714,0.1701
25,mathematical,philosophical,0.2966,0.0515
